Order#,Style#,fStyle#,Customer,Ordered,Picked/Shipped,Open,Order Date,Quoted Date,Ship Date,Price,Status
ORD014748,STY0035,FSTY0042,Customer29,249,296,77,2025-07-14,2025-07-17,2025-07-17,158.68,Partial
ORD014749,STY0029,FSTY0096,Customer13,912,393,1,2025-02-28,2025-03-02,2025-03-02,59.39,Partial
ORD014750,STY0060,FSTY0062,Customer16,93,192,9,2024-09-27,2024-10-26,2024-10-26,25.73,Partial
ORD014751,STY0249,FSTY0225,Customer12,308,499,19,2024-12-16,2025-01-15,2025-01-15,23.5,Partial
ORD014752,STY0060,FSTY0153,Customer14,808,202,98,2025-02-12,2025-03-05,2025-03-05,14.22,Open
ORD014753,STY0021,FSTY0185,Customer27,188,375,59,2025-06-09,2025-06-21,2025-06-21,194.76,Shipped
ORD014754,STY0097,FSTY0176,Customer43,409,452,37,2025-05-02,2025-05-17,2025-05-17,169.52,Open
ORD014755,STY0226,FSTY0178,Customer20,253,564,47,2025-01-29,2025-02-18,2025-02-18,171.92,Partial
ORD014756,STY0214,FSTY0182,Customer37,924,483,27,2025-02-20,2025-03-10,2025-03-10,109.09,Complete
ORD014757,STY0149,FSTY0285,Customer12,407,763,5,2025-05-07,2025-05-21,2025-05-21,144.13,Partial
ORD014758,STY0102,FSTY0011,Customer02,50,550,60,2025-02-22,2025-03-21,2025-03-21,43.59,Partial
ORD014759,STY0010,FSTY0204,Customer50,35,667,4,2025-08-21,2025-08-31,2025-08-31,101.85,Open
ORD014760,STY0290,FSTY0249,Customer14,673,542,90,2024-11-17,2024-12-15,2024-12-15,176.88,Open
ORD014761,STY0124,FSTY0294,Customer12,170,284,67,2024-09-10,2024-09-17,2024-09-17,51.81,Partial
ORD014762,STY0112,FSTY0094,Customer17,337,585,82,2024-10-28,2024-11-24,2024-11-24,138.65,Partial
ORD014763,STY0295,FSTY0105,Customer36,825,285,87,2025-05-12,2025-06-11,2025-06-11,132.62,Open
ORD014764,STY0268,FSTY0004,Customer32,105,534,91,2025-05-16,2025-05-24,2025-05-24,70.02,Open
ORD014765,STY0069,FSTY0285,Customer23,372,138,49,2025-05-11,2025-05-24,2025-05-24,49.91,Shipped
ORD014766,STY0210,FSTY0177,Customer01,818,186,57,2025-04-22,2025-05-13,2025-05-13,60.95,Open
ORD014767,STY0069,FSTY0259,Customer07,578,165,93,2024-10-28,2024-11-26,2024-11-26,164.08,Complete
ORD014768,STY0099,FSTY0037,Customer28,806,224,34,2025-08-13,2025-08-24,2025-08-24,22.82,Shipped
ORD014769,STY0256,FSTY0185,Customer37,488,716,45,2025-04-04,2025-05-03,2025-05-03,72.98,Shipped
ORD014770,STY0269,FSTY0198,Customer23,193,846,76,2025-07-09,2025-07-31,2025-07-31,155.37,Complete
ORD014771,STY0230,FSTY0090,Customer24,886,480,70,2025-05-11,2025-05-26,2025-05-26,180.94,Open
ORD014772,STY0184,FSTY0195,Customer28,834,215,41,2025-03-08,2025-03-10,2025-03-10,123.32,Partial
ORD014773,STY0280,FSTY0112,Customer46,228,563,67,2024-10-27,2024-10-28,2024-10-28,135.81,Partial
ORD014774,STY0020,FSTY0211,Customer47,239,491,99,2025-01-30,2025-02-03,2025-02-03,23.12,Partial
ORD014775,STY0114,FSTY0115,Customer38,162,733,68,2024-11-06,2024-12-06,2024-12-06,31.62,Open
ORD014776,STY0039,FSTY0288,Customer07,518,495,14,2025-03-22,2025-03-26,2025-03-26,194.65,Open
ORD014777,STY0043,FSTY0204,Customer43,359,441,45,2024-11-08,2024-11-21,2024-11-21,175.63,Complete
ORD014778,STY0173,FSTY0033,Customer34,623,244,26,2024-12-11,2024-12-28,2024-12-28,127.39,Open
ORD014779,STY0070,FSTY0288,Customer31,25,172,47,2025-03-12,2025-03-16,2025-03-16,171.38,Complete
ORD014780,STY0034,FSTY0198,Customer15,897,225,95,2025-02-01,2025-02-11,2025-02-11,65.45,Partial
ORD014781,STY0147,FSTY0259,Customer02,572,80,21,2025-01-17,2025-02-16,2025-02-16,62.07,Partial
ORD014782,STY0103,FSTY0008,Customer40,818,415,30,2024-10-04,2024-10-14,2024-10-14,167.1,Partial
ORD014783,STY0275,FSTY0246,Customer45,228,142,5,2025-04-25,2025-05-07,2025-05-07,150.23,Partial
ORD014784,STY0010,FSTY0139,Customer02,346,240,41,2025-02-16,2025-03-04,2025-03-04,180.36,Complete
ORD014785,STY0136,FSTY0131,Customer07,342,683,21,2024-09-05,2024-09-09,2024-09-09,30.22,Partial
ORD014786,STY0218,FSTY0256,Customer18,420,463,87,2025-06-26,2025-07-04,2025-07-04,11.99,Open
ORD014787,STY0277,FSTY0036,Customer33,236,164,9,2025-04-02,2025-04-22,2025-04-22,112.9,Complete
ORD014788,STY0238,FSTY0219,Customer08,941,603,26,2025-06-01,2025-06-05,2025-06-05,132.74,Open
ORD014789,STY0131,FSTY0297,Customer45,558,661,3,2025-03-03,2025-03-30,2025-03-30,51.65,Partial
ORD014790,STY0076,FSTY0263,Customer44,979,743,75,2025-05-04,2025-05-13,2025-05-13,98.72,Complete
ORD014791,STY0198,FSTY0176,Customer47,281,451,48,2024-11-07,2024-11-09,2024-11-09,153.06,Shipped
ORD014792,STY0261,FSTY0126,Customer02,246,333,46,2024-11-17,2024-11-19,2024-11-19,92.8,Open
ORD014793,STY0192,FSTY0172,Customer20,187,248,17,2025-04-19,2025-04-29,2025-04-29,114.45,Complete
ORD014794,STY0133,FSTY0154,Customer25,289,854,62,2025-07-30,2025-08-06,2025-08-06,11.48,Complete
ORD014795,STY0111,FSTY0174,Customer44,815,383,6,2025-07-25,2025-08-21,2025-08-21,29.75,Open
ORD014796,STY0174,FSTY0238,Customer08,168,823,56,2025-07-21,2025-08-17,2025-08-17,59.34,Complete
ORD014797,STY0024,FSTY0208,Customer43,973,381,54,2025-06-18,2025-06-22,2025-06-22,43.95,Complete
ORD014798,STY0201,FSTY0135,Customer18,653,89,71,2025-04-10,2025-05-06,2025-05-06,191.98,Complete
ORD014799,STY0092,FSTY0153,Customer44,886,409,28,2025-06-10,2025-06-16,2025-06-16,139.71,Complete
ORD014800,STY0221,FSTY0198,Customer49,625,585,36,2025-01-13,2025-02-04,2025-02-04,59.54,Complete
ORD014801,STY0122,FSTY0195,Customer50,458,114,6,2025-05-15,2025-05-28,2025-05-28,63.51,Complete
ORD014802,STY0166,FSTY0027,Customer15,703,679,38,2025-06-19,2025-06-25,2025-06-25,75.66,Shipped
ORD014803,STY0109,FSTY0025,Customer45,497,381,88,2025-06-29,2025-07-24,2025-07-24,116.76,Partial
ORD014804,STY0271,FSTY0173,Customer33,613,670,89,2025-02-07,2025-02-17,2025-02-17,101.74,Complete
ORD014805,STY0078,FSTY0188,Customer48,77,887,56,2025-07-19,2025-08-09,2025-08-09,25.47,Partial
ORD014806,STY0034,FSTY0243,Customer38,788,407,80,2025-02-15,2025-03-12,2025-03-12,187.02,Shipped
ORD014807,STY0289,FSTY0176,Customer13,718,509,59,2025-07-25,2025-08-16,2025-08-16,60.78,Shipped
ORD014808,STY0240,FSTY0250,Customer11,995,562,80,2025-03-31,2025-04-23,2025-04-23,104.96,Complete
ORD014809,STY0144,FSTY0171,Customer41,593,16,11,2025-03-01,2025-03-30,2025-03-30,25.66,Open
ORD014810,STY0121,FSTY0279,Customer36,117,111,1,2025-06-10,2025-06-27,2025-06-27,142.15,Shipped
ORD014811,STY0153,FSTY0175,Customer43,354,10,99,2025-04-12,2025-04-19,2025-04-19,178.79,Partial
ORD014812,STY0225,FSTY0274,Customer35,574,345,1,2025-04-20,2025-05-08,2025-05-08,30.72,Shipped
ORD014813,STY0098,FSTY0114,Customer31,365,762,49,2024-12-13,2024-12-30,2024-12-30,35.85,Open
ORD014814,STY0251,FSTY0209,Customer25,658,190,95,2025-06-29,2025-07-10,2025-07-10,57.43,Partial
ORD014815,STY0104,FSTY0175,Customer48,138,328,30,2025-06-28,2025-07-11,2025-07-11,142.58,Shipped
ORD014816,STY0060,FSTY0185,Customer49,573,808,93,2025-01-02,2025-01-23,2025-01-23,150.45,Complete
ORD014817,STY0020,FSTY0193,Customer20,735,772,53,2024-09-12,2024-10-06,2024-10-06,104.34,Partial
ORD014818,STY0275,FSTY0155,Customer44,854,30,79,2025-08-04,2025-08-08,2025-08-08,120.75,Shipped
ORD014819,STY0125,FSTY0293,Customer28,532,427,12,2025-04-21,2025-05-05,2025-05-05,40.51,Shipped
ORD014820,STY0018,FSTY0233,Customer29,706,527,100,2025-02-16,2025-02-25,2025-02-25,108.12,Partial
ORD014821,STY0152,FSTY0194,Customer42,744,831,21,2025-07-27,2025-08-22,2025-08-22,159.3,Complete
ORD014822,STY0008,FSTY0168,Customer22,241,788,92,2025-04-16,2025-04-27,2025-04-27,140.94,Complete
ORD014823,STY0150,FSTY0071,Customer20,649,691,84,2025-03-15,2025-04-04,2025-04-04,59.45,Complete
ORD014824,STY0215,FSTY0122,Customer38,142,161,45,2024-12-10,2025-01-05,2025-01-05,113.26,Partial
ORD014825,STY0094,FSTY0225,Customer14,216,46,94,2024-11-07,2024-11-16,2024-11-16,103.98,Partial
ORD014826,STY0190,FSTY0208,Customer03,543,364,97,2025-05-31,2025-06-02,2025-06-02,178.05,Complete
ORD014827,STY0030,FSTY0056,Customer40,845,217,36,2025-01-16,2025-02-10,2025-02-10,76.26,Open
ORD014828,STY0145,FSTY0090,Customer32,182,495,74,2025-06-01,2025-06-07,2025-06-07,124.44,Complete
ORD014829,STY0062,FSTY0127,Customer09,274,170,82,2025-04-15,2025-04-18,2025-04-18,80.6,Open
ORD014830,STY0080,FSTY0020,Customer03,39,399,91,2025-04-02,2025-04-14,2025-04-14,14.05,Partial
ORD014831,STY0248,FSTY0273,Customer43,899,52,56,2025-08-20,2025-08-22,2025-08-22,61.91,Partial
ORD014832,STY0268,FSTY0233,Customer42,160,443,57,2025-08-11,2025-08-26,2025-08-26,49.7,Complete
ORD014833,STY0023,FSTY0159,Customer10,634,176,78,2025-01-04,2025-01-14,2025-01-14,179.15,Open
ORD014834,STY0085,FSTY0244,Customer12,253,463,52,2024-09-23,2024-09-24,2024-09-24,173.3,Complete
ORD014835,STY0178,FSTY0159,Customer46,584,127,24,2025-08-08,2025-08-15,2025-08-15,52.63,Complete
ORD014836,STY0300,FSTY0100,Customer15,994,51,70,2024-10-03,2024-10-07,2024-10-07,23.52,Open
ORD014837,STY0211,FSTY0021,Customer29,23,69,23,2025-01-12,2025-01-13,2025-01-13,127.38,Complete
ORD014838,STY0114,FSTY0132,Customer31,72,135,16,2025-02-06,2025-03-01,2025-03-01,59.39,Complete
ORD014839,STY0128,FSTY0186,Customer03,520,243,42,2024-11-17,2024-12-13,2024-12-13,169.64,Open
ORD014840,STY0224,FSTY0284,Customer08,937,689,96,2024-11-19,2024-11-21,2024-11-21,66.2,Partial
ORD014841,STY0103,FSTY0040,Customer38,23,307,82,2025-08-06,2025-08-18,2025-08-18,155.51,Complete
ORD014842,STY0224,FSTY0117,Customer32,966,347,59,2025-07-28,2025-08-07,2025-08-07,91.91,Partial
ORD014843,STY0117,FSTY0032,Customer30,733,76,2,2025-07-16,2025-07-18,2025-07-18,86.34,Shipped
ORD014844,STY0017,FSTY0103,Customer17,221,810,32,2024-12-17,2025-01-12,2025-01-12,114.03,Partial
ORD014845,STY0173,FSTY0139,Customer37,792,347,19,2025-07-02,2025-07-09,2025-07-09,37.65,Open
ORD014846,STY0210,FSTY0162,Customer27,856,738,13,2025-05-01,2025-05-09,2025-05-09,31.27,Partial
ORD014847,STY0278,FSTY0213,Customer02,922,348,68,2024-10-11,2024-10-21,2024-10-21,78.63,Complete
ORD014848,STY0005,FSTY0276,Customer11,130,148,33,2025-04-04,2025-04-30,2025-04-30,139.92,Shipped
ORD014849,STY0055,FSTY0261,Customer37,620,147,29,2025-05-14,2025-06-10,2025-06-10,81.44,Open
ORD014850,STY0115,FSTY0086,Customer06,490,16,46,2024-11-04,2024-11-11,2024-11-11,36.23,Open
ORD014851,STY0108,FSTY0101,Customer06,489,192,22,2024-12-19,2024-12-22,2024-12-22,27.37,Open
ORD014852,STY0160,FSTY0153,Customer43,932,48,87,2025-02-06,2025-03-06,2025-03-06,121.94,Complete
ORD014853,STY0112,FSTY0026,Customer28,594,273,54,2024-12-29,2025-01-09,2025-01-09,169.96,Complete
ORD014854,STY0230,FSTY0257,Customer39,758,659,79,2024-12-01,2024-12-28,2024-12-28,198.25,Partial
ORD014855,STY0288,FSTY0019,Customer07,845,796,78,2024-11-07,2024-11-12,2024-11-12,130.31,Shipped
ORD014856,STY0133,FSTY0261,Customer19,848,258,27,2025-07-21,2025-07-24,2025-07-24,170.58,Shipped
ORD014857,STY0032,FSTY0249,Customer44,454,681,73,2025-02-14,2025-02-22,2025-02-22,67.82,Open
ORD014858,STY0144,FSTY0170,Customer08,133,409,65,2025-08-18,2025-08-26,2025-08-26,187.19,Partial
ORD014859,STY0144,FSTY0090,Customer39,786,373,30,2025-03-19,2025-04-03,2025-04-03,195.6,Shipped
ORD014860,STY0167,FSTY0296,Customer08,540,458,4,2025-02-16,2025-02-22,2025-02-22,145.24,Shipped
ORD014861,STY0116,FSTY0007,Customer14,345,223,19,2024-09-30,2024-10-01,2024-10-01,12.97,Shipped
ORD014862,STY0172,FSTY0288,Customer22,571,806,15,2025-03-22,2025-04-20,2025-04-20,152.26,Partial
ORD014863,STY0010,FSTY0288,Customer25,661,73,87,2024-11-10,2024-11-22,2024-11-22,198.59,Open
ORD014864,STY0231,FSTY0013,Customer25,254,475,55,2024-11-08,2024-11-26,2024-11-26,97.35,Shipped
ORD014865,STY0186,FSTY0162,Customer16,194,631,52,2025-01-31,2025-02-01,2025-02-01,76.93,Complete
ORD014866,STY0158,FSTY0040,Customer45,221,387,37,2025-03-26,2025-03-28,2025-03-28,110.1,Open
ORD014867,STY0091,FSTY0001,Customer45,103,856,37,2024-11-11,2024-12-02,2024-12-02,31.93,Shipped
ORD014868,STY0160,FSTY0098,Customer33,844,723,25,2025-02-11,2025-03-06,2025-03-06,180.97,Complete
ORD014869,STY0177,FSTY0052,Customer40,231,561,68,2024-11-24,2024-12-07,2024-12-07,166.03,Partial
ORD014870,STY0297,FSTY0210,Customer03,112,540,62,2024-10-20,2024-11-08,2024-11-08,93.11,Complete
ORD014871,STY0260,FSTY0249,Customer43,613,595,96,2024-12-20,2025-01-08,2025-01-08,39.14,Partial
ORD014872,STY0198,FSTY0271,Customer11,736,281,41,2024-08-29,2024-09-03,2024-09-03,160.74,Shipped
ORD014873,STY0202,FSTY0050,Customer46,637,440,54,2025-04-14,2025-05-04,2025-05-04,137.62,Open
ORD014874,STY0168,FSTY0257,Customer23,809,226,38,2025-01-07,2025-01-11,2025-01-11,62.88,Open
ORD014875,STY0145,FSTY0152,Customer20,22,617,29,2024-09-26,2024-10-07,2024-10-07,105.0,Open
ORD014876,STY0095,FSTY0005,Customer44,157,449,32,2025-01-09,2025-02-01,2025-02-01,137.74,Partial
ORD014877,STY0133,FSTY0155,Customer12,786,276,51,2025-01-25,2025-01-26,2025-01-26,112.91,Shipped
ORD014878,STY0045,FSTY0029,Customer14,704,463,26,2024-11-06,2024-11-28,2024-11-28,85.21,Complete
ORD014879,STY0210,FSTY0278,Customer05,898,790,37,2025-01-14,2025-02-10,2025-02-10,148.47,Open
ORD014880,STY0057,FSTY0025,Customer34,631,334,57,2025-05-21,2025-06-07,2025-06-07,184.86,Shipped
ORD014881,STY0213,FSTY0172,Customer34,681,73,8,2025-03-11,2025-03-20,2025-03-20,131.7,Shipped
ORD014882,STY0001,FSTY0259,Customer19,379,585,94,2024-12-11,2025-01-01,2025-01-01,45.13,Complete
ORD014883,STY0219,FSTY0194,Customer06,213,489,77,2025-02-23,2025-03-03,2025-03-03,75.64,Shipped
ORD014884,STY0247,FSTY0085,Customer44,116,681,51,2025-03-10,2025-04-04,2025-04-04,148.37,Complete
ORD014885,STY0038,FSTY0044,Customer39,702,332,7,2025-01-04,2025-02-01,2025-02-01,173.02,Partial
ORD014886,STY0212,FSTY0133,Customer32,241,48,26,2024-12-27,2025-01-07,2025-01-07,171.06,Shipped
ORD014887,STY0123,FSTY0274,Customer32,528,314,36,2024-12-15,2025-01-04,2025-01-04,135.51,Open
ORD014888,STY0297,FSTY0151,Customer10,860,566,52,2025-01-23,2025-01-27,2025-01-27,197.49,Shipped
ORD014889,STY0129,FSTY0218,Customer21,48,559,42,2024-11-07,2024-11-18,2024-11-18,88.99,Shipped
ORD014890,STY0070,FSTY0216,Customer05,841,486,14,2025-02-08,2025-03-01,2025-03-01,107.94,Complete
ORD014891,STY0112,FSTY0070,Customer29,854,71,72,2024-11-12,2024-12-01,2024-12-01,124.14,Partial
ORD014892,STY0145,FSTY0146,Customer21,25,432,64,2025-05-23,2025-06-01,2025-06-01,60.33,Partial
ORD014893,STY0091,FSTY0162,Customer22,28,334,97,2025-03-25,2025-04-09,2025-04-09,149.85,Partial
ORD014894,STY0125,FSTY0054,Customer28,926,663,33,2024-11-02,2024-11-17,2024-11-17,183.28,Open
ORD014895,STY0274,FSTY0053,Customer11,241,605,92,2025-04-01,2025-04-10,2025-04-10,116.87,Shipped
ORD014896,STY0018,FSTY0229,Customer36,502,776,23,2025-05-14,2025-06-09,2025-06-09,56.58,Partial
ORD014897,STY0119,FSTY0020,Customer31,643,213,88,2025-01-20,2025-02-19,2025-02-19,17.84,Open
ORD014898,STY0215,FSTY0088,Customer40,108,106,10,2025-01-11,2025-01-26,2025-01-26,115.64,Open
ORD014899,STY0012,FSTY0104,Customer09,788,197,79,2025-06-22,2025-07-17,2025-07-17,135.71,Shipped
ORD014900,STY0127,FSTY0261,Customer07,695,813,41,2025-05-05,2025-05-29,2025-05-29,25.18,Complete
ORD014901,STY0205,FSTY0252,Customer20,789,167,67,2025-03-13,2025-04-04,2025-04-04,151.09,Complete
ORD014902,STY0133,FSTY0194,Customer20,604,587,63,2025-01-16,2025-02-15,2025-02-15,193.93,Shipped
ORD014903,STY0024,FSTY0179,Customer05,434,452,54,2025-06-02,2025-06-21,2025-06-21,170.04,Complete
ORD014904,STY0085,FSTY0242,Customer38,765,455,17,2025-02-02,2025-02-25,2025-02-25,80.01,Shipped
ORD014905,STY0061,FSTY0054,Customer38,581,793,86,2025-06-18,2025-07-02,2025-07-02,112.69,Open
ORD014906,STY0146,FSTY0231,Customer33,962,77,77,2025-08-10,2025-08-28,2025-08-28,28.39,Open
ORD014907,STY0287,FSTY0175,Customer28,101,418,69,2024-12-03,2024-12-28,2024-12-28,33.85,Shipped
ORD014908,STY0235,FSTY0198,Customer33,624,450,37,2025-02-25,2025-03-15,2025-03-15,74.63,Shipped
ORD014909,STY0127,FSTY0075,Customer20,660,94,86,2024-10-14,2024-11-04,2024-11-04,134.52,Complete
ORD014910,STY0192,FSTY0178,Customer15,101,592,18,2024-09-28,2024-10-03,2024-10-03,65.91,Shipped
ORD014911,STY0263,FSTY0234,Customer31,955,84,62,2025-08-19,2025-09-09,2025-09-09,133.73,Complete
ORD014912,STY0054,FSTY0206,Customer09,18,428,39,2025-06-11,2025-06-24,2025-06-24,30.16,Partial
ORD014913,STY0080,FSTY0138,Customer37,211,629,6,2025-01-27,2025-01-28,2025-01-28,175.05,Complete
ORD014914,STY0177,FSTY0293,Customer45,831,883,32,2024-11-04,2024-11-12,2024-11-12,127.98,Partial
ORD014915,STY0006,FSTY0140,Customer35,646,614,83,2024-10-31,2024-11-08,2024-11-08,21.26,Shipped
ORD014916,STY0095,FSTY0214,Customer37,527,233,54,2025-06-13,2025-07-05,2025-07-05,186.73,Open
ORD014917,STY0162,FSTY0219,Customer30,501,733,84,2025-05-17,2025-05-19,2025-05-19,181.15,Partial
ORD014918,STY0155,FSTY0096,Customer16,681,831,32,2025-01-04,2025-01-14,2025-01-14,61.4,Complete
ORD014919,STY0133,FSTY0081,Customer26,50,899,8,2024-11-22,2024-12-03,2024-12-03,182.19,Partial
ORD014920,STY0210,FSTY0297,Customer41,861,897,82,2025-04-13,2025-04-25,2025-04-25,29.05,Shipped
ORD014921,STY0013,FSTY0016,Customer04,730,703,13,2025-02-12,2025-02-15,2025-02-15,96.52,Shipped
ORD014922,STY0184,FSTY0232,Customer10,351,599,16,2025-07-05,2025-07-06,2025-07-06,51.75,Open
ORD014923,STY0269,FSTY0071,Customer34,640,525,0,2024-11-08,2024-11-29,2024-11-29,184.26,Complete
ORD014924,STY0098,FSTY0125,Customer39,946,41,95,2025-04-06,2025-04-29,2025-04-29,88.14,Complete
ORD014925,STY0242,FSTY0090,Customer01,920,805,35,2024-12-04,2024-12-11,2024-12-11,152.24,Open
ORD014926,STY0224,FSTY0205,Customer02,149,463,69,2025-04-21,2025-05-14,2025-05-14,196.9,Partial
ORD014927,STY0139,FSTY0015,Customer30,905,249,33,2024-12-07,2024-12-28,2024-12-28,86.67,Partial
ORD014928,STY0199,FSTY0083,Customer01,185,674,32,2025-04-18,2025-05-09,2025-05-09,137.61,Complete
ORD014929,STY0212,FSTY0215,Customer01,960,416,61,2025-04-21,2025-05-13,2025-05-13,53.89,Shipped
ORD014930,STY0221,FSTY0164,Customer09,229,229,82,2025-06-05,2025-06-12,2025-06-12,131.79,Partial
ORD014931,STY0084,FSTY0015,Customer45,855,217,78,2025-07-06,2025-07-23,2025-07-23,155.28,Partial
ORD014932,STY0249,FSTY0221,Customer05,224,566,91,2024-10-30,2024-11-11,2024-11-11,193.67,Open
ORD014933,STY0140,FSTY0217,Customer13,122,422,86,2025-01-10,2025-02-09,2025-02-09,130.47,Shipped
ORD014934,STY0010,FSTY0194,Customer45,22,667,69,2025-06-24,2025-07-06,2025-07-06,118.05,Partial
ORD014935,STY0171,FSTY0268,Customer33,202,284,38,2025-02-22,2025-03-22,2025-03-22,197.18,Open
ORD014936,STY0262,FSTY0023,Customer15,960,391,63,2024-11-27,2024-12-16,2024-12-16,87.34,Complete
ORD014937,STY0298,FSTY0158,Customer25,539,835,69,2025-05-14,2025-05-24,2025-05-24,142.47,Complete
ORD014938,STY0286,FSTY0209,Customer04,820,579,62,2025-08-06,2025-08-21,2025-08-21,143.63,Complete
ORD014939,STY0004,FSTY0204,Customer28,747,403,3,2024-12-21,2024-12-26,2024-12-26,149.31,Shipped
ORD014940,STY0204,FSTY0027,Customer16,166,222,45,2025-02-04,2025-02-21,2025-02-21,143.21,Open
ORD014941,STY0175,FSTY0218,Customer22,139,560,75,2025-08-08,2025-08-23,2025-08-23,188.4,Open
ORD014942,STY0252,FSTY0209,Customer27,705,281,75,2024-09-06,2024-09-15,2024-09-15,67.0,Partial
ORD014943,STY0123,FSTY0262,Customer10,23,760,27,2024-11-12,2024-11-16,2024-11-16,179.01,Shipped
ORD014944,STY0269,FSTY0085,Customer27,324,154,38,2025-01-14,2025-01-25,2025-01-25,153.39,Partial
ORD014945,STY0009,FSTY0084,Customer27,752,254,64,2025-05-11,2025-05-23,2025-05-23,129.96,Complete
ORD014946,STY0038,FSTY0261,Customer08,803,169,54,2025-03-31,2025-04-03,2025-04-03,142.55,Complete
ORD014947,STY0124,FSTY0090,Customer24,377,772,18,2025-03-24,2025-04-09,2025-04-09,110.82,Complete
ORD014948,STY0004,FSTY0050,Customer46,971,662,96,2025-04-12,2025-04-22,2025-04-22,124.84,Shipped
ORD014949,STY0203,FSTY0135,Customer02,245,123,50,2025-05-10,2025-05-24,2025-05-24,46.33,Partial
ORD014950,STY0291,FSTY0139,Customer32,155,81,20,2024-11-28,2024-12-14,2024-12-14,121.6,Partial
ORD014951,STY0157,FSTY0063,Customer33,99,146,72,2025-07-30,2025-08-07,2025-08-07,168.56,Open
ORD014952,STY0116,FSTY0234,Customer22,329,53,67,2025-02-23,2025-03-14,2025-03-14,11.63,Shipped
ORD014953,STY0226,FSTY0275,Customer31,873,828,31,2025-07-29,2025-08-20,2025-08-20,73.54,Open
ORD014954,STY0105,FSTY0198,Customer43,287,136,25,2025-07-12,2025-08-04,2025-08-04,11.68,Open
ORD014955,STY0286,FSTY0087,Customer11,322,490,2,2025-06-20,2025-06-27,2025-06-27,130.22,Shipped
ORD014956,STY0110,FSTY0113,Customer40,644,59,57,2025-01-15,2025-02-09,2025-02-09,113.16,Partial
ORD014957,STY0205,FSTY0081,Customer28,729,175,18,2025-06-02,2025-06-03,2025-06-03,192.53,Open
ORD014958,STY0029,FSTY0287,Customer06,578,520,43,2025-03-20,2025-03-22,2025-03-22,38.7,Open
ORD014959,STY0297,FSTY0032,Customer12,288,278,51,2025-03-14,2025-03-28,2025-03-28,119.96,Shipped
ORD014960,STY0177,FSTY0064,Customer45,212,240,91,2025-03-26,2025-04-24,2025-04-24,23.55,Partial
ORD014961,STY0111,FSTY0187,Customer20,466,233,41,2025-04-26,2025-05-19,2025-05-19,49.46,Open
ORD014962,STY0211,FSTY0160,Customer10,145,724,40,2025-08-15,2025-09-12,2025-09-12,118.73,Complete
ORD014963,STY0283,FSTY0055,Customer10,732,290,78,2025-03-30,2025-04-11,2025-04-11,117.01,Partial
ORD014964,STY0138,FSTY0253,Customer16,533,564,91,2025-04-03,2025-04-13,2025-04-13,28.29,Open
ORD014965,STY0183,FSTY0108,Customer28,958,826,31,2025-08-25,2025-09-20,2025-09-20,33.22,Partial
ORD014966,STY0234,FSTY0103,Customer43,536,657,96,2025-01-20,2025-02-17,2025-02-17,23.76,Complete
ORD014967,STY0200,FSTY0088,Customer22,196,19,86,2025-05-11,2025-05-26,2025-05-26,144.2,Partial
ORD014968,STY0011,FSTY0073,Customer46,463,290,27,2025-03-25,2025-04-04,2025-04-04,163.72,Partial
ORD014969,STY0028,FSTY0127,Customer15,118,781,44,2025-06-03,2025-06-04,2025-06-04,127.53,Shipped
ORD014970,STY0176,FSTY0039,Customer46,958,855,28,2024-12-10,2025-01-06,2025-01-06,157.25,Shipped
ORD014971,STY0068,FSTY0023,Customer35,708,180,83,2025-01-06,2025-01-09,2025-01-09,15.49,Open
ORD014972,STY0284,FSTY0237,Customer17,32,430,97,2024-11-22,2024-11-25,2024-11-25,16.53,Complete
ORD014973,STY0230,FSTY0248,Customer07,983,310,44,2025-01-16,2025-01-18,2025-01-18,25.72,Partial
ORD014974,STY0085,FSTY0026,Customer03,100,187,91,2025-04-16,2025-04-23,2025-04-23,99.07,Shipped
ORD014975,STY0291,FSTY0043,Customer24,886,242,1,2025-04-13,2025-05-11,2025-05-11,33.44,Shipped
ORD014976,STY0136,FSTY0151,Customer01,50,240,52,2024-10-13,2024-10-21,2024-10-21,95.35,Open
ORD014977,STY0093,FSTY0248,Customer29,369,863,13,2024-10-17,2024-10-22,2024-10-22,101.73,Shipped
ORD014978,STY0119,FSTY0131,Customer03,174,206,60,2024-12-01,2024-12-06,2024-12-06,155.08,Open
ORD014979,STY0230,FSTY0170,Customer31,904,198,14,2025-05-15,2025-06-11,2025-06-11,194.72,Shipped
ORD014980,STY0043,FSTY0219,Customer34,499,389,37,2025-01-14,2025-01-16,2025-01-16,113.53,Partial
ORD014981,STY0262,FSTY0237,Customer25,258,43,65,2024-12-10,2025-01-03,2025-01-03,52.33,Complete
ORD014982,STY0244,FSTY0069,Customer46,24,815,25,2025-01-30,2025-02-15,2025-02-15,53.82,Partial
ORD014983,STY0261,FSTY0254,Customer40,185,111,21,2025-08-21,2025-09-19,2025-09-19,43.44,Open
ORD014984,STY0119,FSTY0036,Customer41,71,325,46,2025-07-11,2025-07-31,2025-07-31,32.46,Open
ORD014985,STY0095,FSTY0113,Customer03,25,480,47,2025-03-07,2025-03-30,2025-03-30,128.23,Shipped
ORD014986,STY0257,FSTY0067,Customer21,654,816,23,2024-10-20,2024-10-29,2024-10-29,20.19,Partial
ORD014987,STY0054,FSTY0175,Customer04,869,596,61,2025-04-26,2025-04-27,2025-04-27,194.4,Complete
