serial_number,split_from,sched_enter_by,status,ship_to,qty_ordered,related_dye_order_plan,sched_done_by,purchase_order,bki,unit_cost_yarn,machine,knit_version,modified,knit_price,costing_exception_overridden,customer_service_rep,ship_to_processor,active,schedule_status,seconds,instructions,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,note,created_date,internal_notes,close_dt,knit_style_base,created_by,job,quoted_date,qty_G00,uom,requested_date,qty_shipped,id,knitter,updated_by
K2508064,,72,Open,,1000,9030.0,,,,1.20585,193,"{'version': '2D', 'created_date': '2025-08-19', 'id': 6330, 'active': 1, 'knit_style_base': 3212, 'act_yard_cut_wt': '27.5', 'roll_size': '250', 'foreign_id': 8499, 'price': '0.85', 'modified': '2025-09-04 13:10:37.94365', 'created_time': '10:05:22.513153', 'target_yard_cut_wt': '27.0'}",2025-09-02 14:16:18.683193,0.85,0,19,,1,Complete,,,,142,858,2025-08-25,2025-08-20 09:35:00.368594,,2025-08-20 09:35:00.368594,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4546A', 'id': 3212, 'active': 1, 'foreign_id': 5088}",72,34033,2025-09-19,,lbs,2025-09-19,858,6567,1,72
K2508062,,9,Open,,9600,,,,,1.95,132,"{'price': '1.20', 'modified': '2025-04-21 15:49:40.16872', 'created_time': '10:24:04.357055', 'target_yard_cut_wt': '7.40', 'roll_size': '50', 'foreign_id': 8133, 'knit_style_base': 1560, 'act_yard_cut_wt': '6.80', 'version': 'LU', 'created_date': '2025-03-26', 'id': 6029, 'active': 1}",2025-09-11 13:51:23.304293,1.20,0,1,4.0,1,Required,78.5,,,5734.8,3865.2,2025-08-22,2025-08-19 12:09:13.178184,,2025-08-19 12:09:13.178184,,,"{'active': 1, 'id': 1560, 'foreign_id': 2929, 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1853'}",9,34013,,1467.0,lbs,2025-11-28,2466.0,6565,1,9
K2508061,,72,Open,,1000,,,,,1.75038,158,"{'created_date': '2025-08-18', 'version': '1L', 'active': 1, 'id': 6329, 'knit_style_base': 339, 'act_yard_cut_wt': '26.25', 'roll_size': '250', 'foreign_id': 8498, 'modified': '2025-09-11 08:32:17.778233', 'price': '0.85', 'target_yard_cut_wt': '22.60', 'created_time': '16:31:46.046057'}",2025-09-12 14:01:14.564131,0.85,0,19,,1,Complete,10.8,,,492,508,2025-08-20,2025-08-18 16:34:20.309424,,2025-08-18 16:34:20.309424,,,"{'foreign_id': 1168, 'id': 339, 'active': 1, 'base_style': 'CT2535', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",72,34003,2025-09-05,508,lbs,2025-09-05,10.8,6564,1,72
K2508060,,9,Open,,580,,,PG251079,,1.75,99,"{'act_yard_cut_wt': '6.75', 'knit_style_base': 3522, 'active': 1, 'id': 6327, 'version': '0', 'created_date': '2025-08-18', 'created_time': '10:49:15.214469', 'target_yard_cut_wt': '7.00', 'price': '1.15', 'modified': '2025-09-11 08:41:38.168591', 'foreign_id': 8495, 'roll_size': '58'}",2025-09-12 10:26:09.586972,1.15,0,1,4.0,1,Required,16.4,,,481.9,98.1,2025-08-19,2025-08-18 12:08:29.916614,,2025-08-18 12:08:29.916614,,,"{'foreign_id': 5476, 'id': 3522, 'active': 1, 'base_style': 'CF5304', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'BLAU - Blauer', 'created_time': None}",9,33981,,98.1,lbs,2025-08-29,,6563,1,9
K2508059,,9,Open,,350,,,PG251079,,2.286899,23,"{'target_yard_cut_wt': '12.00', 'created_time': '11:23:18.97101', 'modified': '2025-08-28 09:57:58.247386', 'price': '2.10', 'foreign_id': 8496, 'roll_size': '50', 'act_yard_cut_wt': '11.85', 'knit_style_base': 3523, 'id': 6328, 'active': 1, 'created_date': '2025-08-18', 'version': '0'}",2025-08-27 17:51:11.392011,2.10,0,1,4.0,1,Required,,,,4.10000000000002,345.9,2025-08-19,2025-08-18 12:05:24.972766,,2025-08-18 12:05:24.972766,,,"{'active': 1, 'id': 3523, 'foreign_id': 5477, 'qs_customer': 'BLAU - Blauer', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5305'}",9,33980,,,lbs,2025-08-29,345.9,6562,1,9
K2508058,,72,Open,,6250,9013.0,,,,2.64182,,"{'roll_size': '250', 'foreign_id': 8242, 'modified': '2025-05-20 09:06:49.727012', 'price': '1.25', 'target_yard_cut_wt': '34', 'created_time': '11:26:25.828383', 'created_date': '2025-05-15', 'version': '1B', 'active': 1, 'id': 6112, 'knit_style_base': 3266, 'act_yard_cut_wt': '39.35'}",2025-08-20 10:39:46.251462,1.25,0,19,,1,Required,,,,6250,0,2025-08-25,2025-08-15 13:45:21.609583,,2025-08-15 13:45:21.609583,,,"{'active': 1, 'id': 3266, 'foreign_id': 5163, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4585A'}",72,33960,2025-09-19,,lbs,2025-09-19,,6561,1,72
K2508057,,72,Open,,6000,9012.0,,,45443,2.81012,194,"{'created_date': '2025-08-15', 'version': '1DU', 'active': 1, 'id': 6326, 'knit_style_base': 2882, 'act_yard_cut_wt': '32.65', 'roll_size': '250', 'foreign_id': 8494, 'modified': '2025-09-09 08:28:01.731552', 'price': '0.85', 'target_yard_cut_wt': '32.50', 'created_time': '13:22:44.407902'}",2025-09-12 23:26:10.866553,0.85,0,19,,1,Required,60.2,,,4235.3,1764.7,2025-08-25,2025-08-15 13:34:26.688624,,2025-08-15 13:34:26.688624,,,"{'id': 2882, 'active': 1, 'foreign_id': 4662, 'base_style': 'C1B3987C', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33958,2025-09-12,478.7,lbs,2025-09-12,1320.6,6560,1,5
K2508056,,72,Open,,5250,9009.0,,,,2.70541,205,"{'knit_style_base': 1757, 'act_yard_cut_wt': '37.1', 'created_date': '2025-03-05', 'version': '1L', 'active': 1, 'id': 5974, 'modified': '2025-06-11 16:00:34.246364', 'price': '0.85', 'target_yard_cut_wt': '37.50', 'created_time': '12:32:00.339226', 'roll_size': '250', 'foreign_id': 8070}",2025-08-19 13:38:46.421549,0.85,0,19,,1,Required,,,,5250,0,2025-08-25,2025-08-14 13:57:22.686507,,2025-08-14 13:57:22.686507,,,"{'id': 1757, 'active': 1, 'foreign_id': 3209, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3466'}",72,33935,2025-09-19,,lbs,2025-09-19,,6559,1,52
K2508055,,72,Open,,4500,9008.0,,,45376,2.92826,195,"{'knit_style_base': 1759, 'act_yard_cut_wt': '36.80', 'version': '1L', 'created_date': '2025-03-05', 'id': 5972, 'active': 1, 'price': '0.85', 'modified': '2025-08-28 10:10:47.663076', 'created_time': '11:37:22.385308', 'target_yard_cut_wt': '35.25', 'roll_size': '250', 'foreign_id': 8068}",2025-08-28 13:06:10.946485,0.85,0,19,,1,Required,173.5,,,2719.4,1780.6,2025-08-25,2025-08-14 13:56:16.637907,,2025-08-14 13:56:16.637907,,,"{'base_style': 'C1B3472', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1759, 'active': 1, 'foreign_id': 3211}",72,33934,2025-09-12,0,lbs,2025-09-12,1954.1,6558,1,52
K2508054,,9,Open,465.0,30,,,,,1.09,58,"{'target_yard_cut_wt': '8.9', 'created_time': '15:14:33.975649', 'modified': '2025-08-29 08:33:57.467676', 'price': None, 'foreign_id': 8487, 'roll_size': '30', 'act_yard_cut_wt': '9.00', 'knit_style_base': 3387, 'active': 1, 'id': 6322, 'created_date': '2025-08-13', 'version': 'SPLL'}",2025-08-28 16:26:09.629995,0.00,0,1,,1,Required,,,,0,31.4,2025-08-18,2025-08-14 12:23:14.269695,,2025-08-14 12:23:14.269695,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5493', 'active': 1, 'id': 3387, 'foreign_id': 5301}",9,33929,,31.4,lbs,2025-08-22,,6557,1,9
K2508053,,9,Open,465.0,30,,,,,1.09,58,"{'id': 6321, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPL', 'act_yard_cut_wt': '9.30', 'knit_style_base': 3387, 'foreign_id': 8486, 'roll_size': '30', 'target_yard_cut_wt': '8.9', 'created_time': '15:13:40.001228', 'modified': '2025-08-28 10:32:50.766997', 'price': None}",2025-08-28 12:01:27.984109,0.00,0,1,,1,Required,,,,0,31.8,2025-08-18,2025-08-14 12:22:08.197081,,2025-08-14 12:22:08.197081,,,"{'id': 3387, 'active': 1, 'foreign_id': 5301, 'base_style': 'CF5493', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,33928,,31.8,lbs,2025-08-22,,6556,1,9
K2508052,,9,Open,465.0,30,,,,,1.09,58,"{'foreign_id': 8485, 'roll_size': '30', 'target_yard_cut_wt': '8.9', 'created_time': '15:08:34.378636', 'modified': '2025-08-25 12:50:16.585318', 'price': None, 'id': 6320, 'active': 1, 'created_date': '2025-08-13', 'version': 'SP', 'act_yard_cut_wt': '8.95', 'knit_style_base': 3387}",2025-08-25 23:41:10.013145,0.00,0,1,,1,Required,45.9,Shawmut/Mercedes - Stephen to pickup,,0,31.3,2025-08-18,2025-08-14 12:21:10.032914,,2025-08-14 12:21:10.032914,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5493', 'foreign_id': 5301, 'id': 3387, 'active': 1}",9,33927,,31.3,lbs,2025-08-22,45.9,6555,1,9
K2508051,,9,Open,465.0,30,,,,,1.09714,34,"{'version': 'SPTL', 'created_date': '2025-08-13', 'active': 1, 'id': 6319, 'knit_style_base': 3388, 'act_yard_cut_wt': '8.75', 'roll_size': '30', 'foreign_id': 8484, 'price': None, 'modified': '2025-08-29 08:31:10.186506', 'created_time': '15:04:27.256796', 'target_yard_cut_wt': '9'}",2025-08-28 16:11:09.775673,0.00,0,1,,1,Required,,,,0,31.2,2025-08-18,2025-08-14 12:19:46.501561,,2025-08-14 12:19:46.501561,,,"{'base_style': 'CF5491', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3388, 'foreign_id': 5302}",9,33926,,31.2,lbs,2025-08-22,,6554,1,9
K2508050,,9,Open,465.0,30,,,,,1.09714,34,"{'price': None, 'modified': '2025-08-29 08:29:33.564719', 'created_time': '15:03:13.264986', 'target_yard_cut_wt': '9', 'roll_size': '30', 'foreign_id': 8483, 'knit_style_base': 3388, 'act_yard_cut_wt': '8.70', 'version': 'SPT', 'created_date': '2025-08-13', 'id': 6318, 'active': 1}",2025-08-27 21:01:20.02722,0.00,0,1,,1,Required,16.8,,,0,32.2,2025-08-18,2025-08-14 12:18:34.84191,,2025-08-14 12:18:34.84191,,,"{'foreign_id': 5302, 'id': 3388, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491'}",9,33925,,32.2,lbs,2025-08-22,16.8,6553,1,9
K2508049,,9,Open,465.0,30,,,,,1.09714,34,"{'knit_style_base': 3388, 'act_yard_cut_wt': '8.20', 'created_date': '2025-08-13', 'version': 'SP', 'id': 6317, 'active': 1, 'modified': '2025-08-28 10:12:46.391487', 'price': None, 'target_yard_cut_wt': '9', 'created_time': '15:02:19.754808', 'roll_size': '30', 'foreign_id': 8482}",2025-08-25 17:06:09.831186,0.00,0,1,,1,Required,,Shawmut/Mercedes - Stephen to pickup,,0,32,2025-08-18,2025-08-14 12:17:25.408586,,2025-08-14 12:17:25.408586,,,"{'id': 3388, 'active': 1, 'foreign_id': 5302, 'base_style': 'CF5491', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,33924,,32,lbs,2025-08-22,,6552,1,9
K2508048,,80,Open,,25,,,,45355,1.75,15,"{'knit_style_base': 3514, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6307, 'price': '1.70', 'modified': '2025-09-08 11:36:01.54659', 'created_time': '16:30:03.704432', 'target_yard_cut_wt': '9.00', 'roll_size': '25', 'foreign_id': 8471}",2025-08-14 10:00:01.06989,1.70,0,16,,1,Required,,,,25,0,2025-08-15,2025-08-14 09:57:16.869622,,2025-08-14 09:57:16.869622,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4787A', 'id': 3514, 'active': 1, 'foreign_id': 5468}",80,33907,,,lbs,2025-08-22,,6551,1,80
K2508047,,80,Open,,40,,,,45354,1.75,15,"{'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6312, 'knit_style_base': 3519, 'act_yard_cut_wt': None, 'roll_size': '40', 'foreign_id': 8475, 'price': '1.55', 'modified': '2025-09-08 11:36:47.141349', 'created_time': '16:43:19.589802', 'target_yard_cut_wt': '12.00'}",2025-08-14 09:54:44.729867,1.55,0,16,,1,Required,,,,40,0,2025-08-15,2025-08-14 09:52:18.289103,,2025-08-14 09:52:18.289103,,,"{'id': 3519, 'active': 1, 'foreign_id': 5472, 'base_style': 'CV4791A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,33906,,,lbs,2025-08-22,,6550,1,80
K2508046,,80,Open,,40,,,,45353,1.75,15,"{'target_yard_cut_wt': '12.00', 'created_time': '16:39:44.618718', 'modified': '2025-09-08 11:36:59.868511', 'price': '1.55', 'foreign_id': 8474, 'roll_size': '40', 'act_yard_cut_wt': None, 'knit_style_base': 3517, 'id': 6310, 'active': 1, 'created_date': '2025-08-12', 'version': '1'}",2025-08-14 09:50:13.973714,1.55,0,16,,1,Required,,,,40,0,2025-08-15,2025-08-14 09:47:30.05269,,2025-08-14 09:47:30.05269,,,"{'foreign_id': 5471, 'active': 1, 'id': 3517, 'base_style': 'CV4790A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",80,33905,,,lbs,2025-08-22,,6549,1,80
K2508045,,80,Open,,50,,,,45352,1.4,15,"{'created_time': '16:44:12.674202', 'target_yard_cut_wt': '22.00', 'price': '1.25', 'modified': '2025-09-08 11:36:39.593102', 'foreign_id': 8476, 'roll_size': '50', 'act_yard_cut_wt': None, 'knit_style_base': 3520, 'id': 6313, 'active': 1, 'version': '1', 'created_date': '2025-08-12'}",2025-09-08 11:40:11.234932,1.25,0,16,,1,Required,,,,50,0,2025-08-15,2025-08-14 09:37:19.570217,,2025-08-14 09:37:19.570217,,,"{'active': 1, 'id': 3520, 'foreign_id': 5473, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4792A'}",80,33904,,,lbs,2025-08-22,,6548,1,80
K2508044,,80,Open,,50,,,,45351,1.4,15,"{'roll_size': '50', 'foreign_id': 8473, 'modified': '2025-09-08 11:37:06.849319', 'price': '1.25', 'target_yard_cut_wt': '22.00', 'created_time': '16:38:00.883035', 'created_date': '2025-08-12', 'version': '1', 'active': 1, 'id': 6309, 'knit_style_base': 3516, 'act_yard_cut_wt': None}",2025-09-08 11:40:09.22679,1.25,0,16,,1,Required,,,,50,0,2025-08-15,2025-08-14 09:21:28.693155,,2025-08-14 09:21:28.693155,,,"{'foreign_id': 5470, 'id': 3516, 'active': 1, 'base_style': 'CV4789A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",80,33902,,,lbs,2025-08-22,,6547,1,80
K2508043,,80,Open,,50,,,,45350,1.4,15,"{'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6308, 'knit_style_base': 3515, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8472, 'price': '1.40', 'modified': '2025-09-12 08:52:29.193898', 'created_time': '16:35:42.974046', 'target_yard_cut_wt': '18.00'}",2025-09-08 11:40:12.533374,1.40,0,16,,1,Required,,,,50,0,2025-08-15,2025-08-14 09:13:53.053771,,2025-08-14 09:13:53.053771,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4788A', 'active': 1, 'id': 3515, 'foreign_id': 5469}",80,33901,,,lbs,2025-08-22,,6546,1,80
K2508042,,80,Open,,50,,,,45349,2.22212,15,"{'knit_style_base': 3518, 'act_yard_cut_wt': '16.75', 'created_date': '2025-08-12', 'version': '1', 'active': 1, 'id': 6311, 'modified': '2025-09-11 14:59:24.249249', 'price': '1.40', 'target_yard_cut_wt': '18.00', 'created_time': '16:45:00.038588', 'roll_size': '50', 'foreign_id': 8477}",2025-09-09 14:26:10.895515,1.40,0,16,,1,Required,,,,3.1,46.9,2025-08-15,2025-08-14 09:01:24.153773,,2025-08-14 09:01:24.153773,,,"{'base_style': 'CV4802A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3518, 'active': 1, 'foreign_id': 5474}",80,33900,,46.9,lbs,2025-08-22,,6545,1,80
K2508041,,72,Open,,1750,9007.0,,,,4.21652,,"{'created_date': '2025-08-13', 'version': '1KD', 'id': 6324, 'active': 1, 'knit_style_base': 2942, 'act_yard_cut_wt': '25.35', 'roll_size': '250', 'foreign_id': 8490, 'modified': '2025-08-13 15:33:58.324268', 'price': '0.85', 'target_yard_cut_wt': '26.40', 'created_time': '15:33:58.324268'}",2025-08-13 16:05:19.439914,0.85,0,19,,1,Required,,,,1750,0,2025-08-18,2025-08-13 16:04:25.290525,,2025-08-13 16:04:25.290525,,,"{'foreign_id': 4744, 'id': 2942, 'active': 1, 'base_style': 'C1B4338A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33895,2025-09-12,,lbs,2025-09-12,,6544,1,72
K2508039,,72,Open,,3000,9005.0,,,,2.81368,,"{'active': 1, 'id': 6323, 'created_date': '2025-08-13', 'version': '1D', 'act_yard_cut_wt': '32.90', 'knit_style_base': 3026, 'foreign_id': 8489, 'roll_size': '250', 'target_yard_cut_wt': '30.15', 'created_time': '15:26:11.342209', 'modified': '2025-09-05 16:34:42.024082', 'price': '0.85'}",2025-09-12 21:21:12.512551,0.85,0,19,,1,Required,17,,,2824,176,2025-08-18,2025-08-13 16:03:07.837948,,2025-08-13 16:03:07.837948,,,"{'active': 1, 'id': 3026, 'foreign_id': 4855, 'base_style': 'C1B3912-42', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33893,2025-09-05,176,lbs,2025-09-05,17,6542,1,52
K2508038,,72,Open,,4000,9004.0,,,45370,3.208002,203,"{'roll_size': '250', 'foreign_id': 7744, 'modified': '2025-08-28 10:16:22.464409', 'price': '0.85', 'target_yard_cut_wt': '30.50', 'created_time': '10:46:06.737768', 'created_date': '2024-10-07', 'version': '1D', 'id': 5692, 'active': 1, 'knit_style_base': 3180, 'act_yard_cut_wt': '32.00'}",2025-09-11 14:16:12.789051,0.85,0,19,,1,Required,223.6,,,184,3816,2025-08-18,2025-08-13 16:01:00.842968,,2025-08-13 16:01:00.842968,,,"{'foreign_id': 5047, 'active': 1, 'id': 3180, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3402-42'}",72,33892,2025-09-05,,lbs,2025-09-05,4039.6,6541,1,72
K2508036,,9,Open,,1160,9002.0,,DA-00115,,1.85,60,"{'roll_size': '58', 'foreign_id': 8519, 'modified': '2025-09-12 08:12:35.589412', 'price': '0.90', 'target_yard_cut_wt': '8.00', 'created_time': '16:55:33.628018', 'created_date': '2025-08-27', 'version': 'R', 'active': 1, 'id': 6349, 'knit_style_base': 3339, 'act_yard_cut_wt': '9.15'}",2025-09-12 21:56:09.6217,0.90,0,1,4.0,1,Required,,,,935.7,224.3,2025-08-18,2025-08-13 13:41:02.370742,,2025-08-13 13:41:02.370742,,,"{'foreign_id': 5243, 'id': 3339, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5475'}",9,33887,,224.3,lbs,2025-09-05,,6539,1,9
K2508035,,9,Open,,1740,9001.0,,DA00115,,1.85,60,"{'act_yard_cut_wt': '9.75', 'knit_style_base': 3338, 'active': 1, 'id': 6348, 'created_date': '2025-08-27', 'version': 'R', 'target_yard_cut_wt': '8.70', 'created_time': '16:25:34.276761', 'modified': '2025-08-27 16:25:34.276761', 'price': '0.90', 'foreign_id': 8518, 'roll_size': '58'}",2025-09-04 13:21:17.342929,0.90,0,1,4.0,1,Required,447.7,,,573,1167.0,2025-08-18,2025-08-13 13:35:28.28189,,2025-08-13 13:35:28.28189,,,"{'id': 3338, 'active': 1, 'foreign_id': 5242, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5474'}",9,33886,,589.0,lbs,2025-09-05,680.7,6538,1,9
K2508034,,80,Open,,50,,,,45341,4.86572,66,"{'foreign_id': 8378, 'roll_size': '50', 'target_yard_cut_wt': '7.80', 'created_time': '17:01:13.592844', 'modified': '2025-07-29 13:49:38.058329', 'price': '2.00', 'active': 1, 'id': 6227, 'created_date': '2025-07-10', 'version': '0', 'act_yard_cut_wt': '7.70', 'knit_style_base': 3470}",2025-08-19 17:06:10.174415,2.00,0,16,,1,Required,,,,30,20,2025-08-14,2025-08-13 08:20:41.425765,,2025-08-13 08:20:41.425765,,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5513', 'id': 3470, 'active': 1, 'foreign_id': 5414}",80,33870,,20,lbs,2025-08-15,,6537,1,80
K2508033,,72,Open,,100,8996.0,,,45339,1.61969,46,"{'id': 5924, 'active': 1, 'version': '1', 'created_date': '2025-02-03', 'act_yard_cut_wt': '31.85', 'knit_style_base': 3322, 'foreign_id': 8006, 'roll_size': '50', 'created_time': '09:50:30.636994', 'target_yard_cut_wt': '31.8', 'price': '0.00', 'modified': '2025-08-25 12:44:39.798996'}",2025-08-16 09:01:13.127288,0.01,0,19,,1,Complete,22.3,,,0,108.4,2025-08-12,2025-08-12 13:56:12.714529,,2025-08-12 13:56:12.714529,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4639A', 'active': 1, 'id': 3322, 'foreign_id': 5223}",72,33852,2025-08-15,,lbs,2025-08-15,130.7,6536,1,72
K2508032,,10,Open,,550,,,Yarn Trial,,2.13,,"{'act_yard_cut_wt': '8.45', 'knit_style_base': 1804, 'id': 6301, 'active': 1, 'created_date': '2025-08-07', 'version': 'OE', 'target_yard_cut_wt': '8.9', 'created_time': '15:52:38.935045', 'modified': '2025-08-25 12:46:24.687168', 'price': '0.45', 'foreign_id': 8460, 'roll_size': '50'}",2025-08-25 12:01:12.528954,0.45,0,2,4.0,1,,26.2,,,0.399999999999977,549.6,2025-08-14,2025-08-12 11:43:53.474633,,2025-08-12 11:43:53.474633,,,"{'base_style': 'CF5105', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1804, 'active': 1, 'foreign_id': 3266}",10,33842,,,lbs,2025-08-22,575.8,6535,1,10
K2508031,,72,Open,,2000,8984.0,,,45337,2.4493,189,"{'foreign_id': 8444, 'roll_size': '250', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'active': 1, 'id': 6285, 'version': '1CO', 'created_date': '2025-08-01', 'act_yard_cut_wt': '18.40', 'knit_style_base': 2991}",2025-08-28 14:46:09.866654,0.85,0,19,,1,Complete,73.4,,,322,1678.0,2025-08-11,2025-08-11 14:09:28.708908,,2025-08-11 14:09:28.708908,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4125A', 'foreign_id': 4806, 'id': 2991, 'active': 1}",72,33819,2025-09-05,,lbs,2025-09-05,1751.4,6534,1,72
K2508030,6530.0,72,Open,,2500,8981.0,,,45334,1.44976,212,"{'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00', 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'foreign_id': 8394, 'roll_size': '250', 'act_yard_cut_wt': '42.60', 'knit_style_base': 2130, 'active': 1, 'id': 6240, 'version': '1IN', 'created_date': '2025-07-18'}",2025-08-27 14:53:21.475113,1.25,0,19,,1,Complete,,,,0,2596,2025-08-11,2025-08-11 13:33:51.146371,,2025-08-11 13:33:51.146371,,,"{'foreign_id': 3694, 'active': 1, 'id': 2130, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2838'}",72,33816,2025-09-12,,lbs,2025-09-12,2596,6533,1,72
