inspection_machine,qty_lbs_at_creation,actual_created_dt,dol_attach_log,greige_summary,knit_order,roll_number,vendor_roll_number,knit_machine,greige_purchase_order,knit_date,cost,sales_order,document,unit_cost_yarn,unit_cost,knit_version,bh_customer,qty_yds,memo_dt,inspector,bh_sales_order,roll_number_sort,ship_dt,void_dt,ship_date,unit_cost_knit,return,qty_lbs,created_by,created_dt,dye_order_line,roll_width,id,knitter,unit_cost_purchase,warehouse
03,49.7,2025-09-05 21:41:09.14971,,3848,6064,544677020,,111,,2025-09-03,520.936374729695,,K2503064,9.63161719778059,10.4816171977806,"{'foreign_id': 8105, 'roll_size': '50', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'id': 6004, 'active': 1, 'version': 'B', 'created_date': '2025-03-17', 'act_yard_cut_wt': '9.90', 'knit_style_base': {'base_style': '1874', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'foreign_id': 3808, 'active': 1, 'id': 2229}}",,86,,06951,,446770205,,,,0.85,,49.7,,2025-09-05 21:41:08.501836,,32,306070,06892,,G00
03,50.3,2025-09-04 14:51:11.800937,,3848,6064,544677021,,111,,2025-09-03,527.225345048364,,K2503064,9.63161719778059,10.4816171977806,"{'knit_style_base': {'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1874', 'id': 2229, 'active': 1, 'foreign_id': 3808}, 'act_yard_cut_wt': '9.90', 'created_date': '2025-03-17', 'version': 'B', 'active': 1, 'id': 6004, 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'roll_size': '50', 'foreign_id': 8105}",,86.2,,03311,,446770215,,,,0.85,,50.3,,2025-09-04 14:51:11.14503,,34,305803,06892,,G00
03,50.2,2025-09-05 21:11:11.18809,,3848,6064,544677022,,111,,2025-09-04,526.177183328586,,K2503064,9.63161719778059,10.4816171977806,"{'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'roll_size': '50', 'foreign_id': 8105, 'knit_style_base': {'active': 1, 'id': 2229, 'foreign_id': 3808, 'base_style': '1874', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '9.90', 'version': 'B', 'created_date': '2025-03-17', 'active': 1, 'id': 6004}",,87.8,,06951,,446770225,,,,0.85,,50.2,,2025-09-05 15:11:09.179313,,32,306065,02395,,G00
03,50.3,2025-09-05 21:01:12.441197,,3848,6064,544677023,,111,,2025-09-04,527.225345048364,,K2503064,9.63161719778059,10.4816171977806,"{'act_yard_cut_wt': '9.90', 'knit_style_base': {'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1874', 'id': 2229, 'active': 1, 'foreign_id': 3808}, 'id': 6004, 'active': 1, 'version': 'B', 'created_date': '2025-03-17', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'foreign_id': 8105, 'roll_size': '50'}",,87.7,,06951,,446770235,,,,0.85,,50.3,,2025-09-05 15:11:09.282068,,32,306061,06892,,G00
02,51,2025-09-06 21:41:09.814327,,3848,6064,544677024,,111,,2025-09-06,534.56247708681,,K2503064,9.63161719778059,10.4816171977806,"{'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'roll_size': '50', 'foreign_id': 8105, 'knit_style_base': {'id': 2229, 'active': 1, 'foreign_id': 3808, 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1874'}, 'act_yard_cut_wt': '9.90', 'created_date': '2025-03-17', 'version': 'B', 'active': 1, 'id': 6004}",,88.4,,03858,,446770245,,,,0.85,,51,,2025-09-06 21:41:09.234922,,32,306191,06892,,G00
03,50.3,2025-09-06 20:01:20.906786,,3848,6064,544677025,,111,,2025-09-06,527.225345048364,,K2503064,9.63161719778059,10.4816171977806,"{'roll_size': '50', 'foreign_id': 8105, 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'created_date': '2025-03-17', 'version': 'B', 'id': 6004, 'active': 1, 'knit_style_base': {'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1874', 'active': 1, 'id': 2229, 'foreign_id': 3808}, 'act_yard_cut_wt': '9.90'}",,86.3,,06951,,446770255,,,,0.85,,50.3,,2025-09-06 19:56:08.631972,,33,306179,06892,,G00
03,57.4,2025-09-10 14:41:21.240786,,3848,6064,444677026,,111,,2025-09-06,601.644827152606,,K2503064,9.63161719778059,10.4816171977806,"{'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'foreign_id': 8105, 'roll_size': '50', 'act_yard_cut_wt': '9.90', 'knit_style_base': {'base_style': '1874', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2229, 'foreign_id': 3808}, 'id': 6004, 'active': 1, 'created_date': '2025-03-17', 'version': 'B'}",,100.7,,06951,,446770264,,,,0.85,,57.4,,2025-09-09 18:06:10.72605,,32,306491,06892,,G00
03,57.4,2025-09-10 14:41:56.698882,,3848,6064,544677026,,111,,2025-09-06,601.644827152606,,K2503064,9.63161719778059,10.4816171977806,"{'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1874', 'foreign_id': 3808, 'id': 2229, 'active': 1}, 'act_yard_cut_wt': '9.90', 'version': 'B', 'created_date': '2025-03-17', 'active': 1, 'id': 6004, 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'roll_size': '50', 'foreign_id': 8105}",,100.7,,06951,,446770265,,,,0.85,,57.4,,2025-09-09 18:06:10.72605,,32,306499,06892,,G00
03,49.9,2025-09-10 14:41:28.762961,,3848,6064,544677027,,111,,2025-09-08,523.032698169251,,K2503064,9.63161719778059,10.4816171977806,"{'act_yard_cut_wt': '9.90', 'knit_style_base': {'foreign_id': 3808, 'id': 2229, 'active': 1, 'base_style': '1874', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.'}, 'id': 6004, 'active': 1, 'created_date': '2025-03-17', 'version': 'B', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'foreign_id': 8105, 'roll_size': '50'}",,87.2,,06951,,446770275,,,,0.85,,49.9,,2025-09-09 19:46:08.693545,,32,306493,06892,,G00
03,50,2025-09-10 14:41:38.35191,,3848,6064,544677028,,111,,2025-09-08,524.08085988903,,K2503064,9.63161719778059,10.4816171977806,"{'version': 'B', 'created_date': '2025-03-17', 'active': 1, 'id': 6004, 'knit_style_base': {'foreign_id': 3808, 'id': 2229, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '1874'}, 'act_yard_cut_wt': '9.90', 'roll_size': '50', 'foreign_id': 8105, 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75'}",,86.8,,06951,,446770285,,,,0.85,,50,,2025-09-09 19:31:12.721099,,33,306495,02395,,G00
03,50.1,2025-09-10 14:41:47.519002,,3848,6064,544677029,,111,,2025-09-08,525.129021608808,,K2503064,9.63161719778059,10.4816171977806,"{'foreign_id': 8105, 'roll_size': '50', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865', 'active': 1, 'id': 6004, 'version': 'B', 'created_date': '2025-03-17', 'act_yard_cut_wt': '9.90', 'knit_style_base': {'base_style': '1874', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'foreign_id': 3808, 'id': 2229, 'active': 1}}",,87.2,,06951,,446770295,,,,0.85,,50.1,,2025-09-09 19:01:12.217068,,32,306497,02395,,G00
03,55.4,2025-09-11 23:01:13.23885,,3848,6064,544677030,,111,,2025-09-11,580.681592757045,,K2503064,9.63161719778059,10.4816171977806,"{'roll_size': '50', 'foreign_id': 8105, 'modified': '2025-06-10 09:39:29.92865', 'price': '0.85', 'target_yard_cut_wt': '10.75', 'created_time': '13:26:23.585938', 'created_date': '2025-03-17', 'version': 'B', 'id': 6004, 'active': 1, 'knit_style_base': {'base_style': '1874', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'foreign_id': 3808, 'id': 2229, 'active': 1}, 'act_yard_cut_wt': '9.90'}",,96,,06951,,446770305,,,,0.85,,55.4,,2025-09-11 23:01:12.645958,,33,306728,06892,,G00
03,50.5,2025-09-12 19:16:23.508742,,3848,6064,544677031,,111,,2025-09-11,529.32166848792,,K2503064,9.63161719778059,10.4816171977806,"{'active': 1, 'id': 6004, 'version': 'B', 'created_date': '2025-03-17', 'act_yard_cut_wt': '9.90', 'knit_style_base': {'id': 2229, 'active': 1, 'foreign_id': 3808, 'base_style': '1874', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'foreign_id': 8105, 'roll_size': '50', 'created_time': '13:26:23.585938', 'target_yard_cut_wt': '10.75', 'price': '0.85', 'modified': '2025-06-10 09:39:29.92865'}",,87.8,,06951,,446770315,,,,0.85,,50.5,,2025-09-12 19:16:10.345364,,33,306825,06892,,G00
52,24.6,2025-04-28 06:26:14.140602,,3719,6145,044688001,,525,,2025-04-28,114.157425885175,,K2504038,3.64054576769006,4.64054576769006,"{'created_date': '2024-12-16', 'version': '0', 'active': 1, 'id': 5858, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CK309T-16', 'foreign_id': 5178, 'id': 3280, 'active': 1}, 'act_yard_cut_wt': '10.575', 'roll_size': '25', 'foreign_id': 7933, 'modified': '2025-04-30 15:31:55.107337', 'price': None, 'target_yard_cut_wt': '12.55', 'created_time': '10:08:11.378499'}",,37.8,,06516,,446880010,,,,1.00,,24.6,,2025-04-28 06:26:08.676302,,40,292463,03843,,G00
61,24,2025-05-05 11:11:09.674196,,3719,6145,044688002,,525,,2025-05-01,111.373098424561,,K2504038,3.64054576769006,4.64054576769006,"{'price': None, 'modified': '2025-04-30 15:31:55.107337', 'created_time': '10:08:11.378499', 'target_yard_cut_wt': '12.55', 'roll_size': '25', 'foreign_id': 7933, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CK309T-16', 'foreign_id': 5178, 'active': 1, 'id': 3280}, 'act_yard_cut_wt': '10.575', 'version': '0', 'created_date': '2024-12-16', 'active': 1, 'id': 5858}",,36.3120567375887,,07056,,446880020,,,,1.00,,24,,2025-05-05 11:06:08.127528,,0,293171,03843,,G00
09,28.4,2025-08-29 11:21:33.937768,,3905,6150,144705006,,201,,2025-08-27,63.327172,,K2504043,0.97983,2.22983,"{'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4690A', 'foreign_id': 5312, 'id': 3397, 'active': 1}, 'act_yard_cut_wt': '45.15', 'version': '1', 'created_date': '2025-04-15', 'active': 1, 'id': 6065, 'price': '1.25', 'modified': '2025-09-02 13:31:47.403395', 'created_time': '08:00:34.691529', 'target_yard_cut_wt': '47.75', 'roll_size': '50', 'foreign_id': 8175}",,11,,06245,,447050061,,,,1.25,,28.4,,2025-08-29 10:41:09.540395,,124,305221,09121,,G00
09,60,2025-08-29 10:21:12.684408,,3905,6150,044705007,,201,,2025-08-28,133.7898,,K2504043,0.97983,2.22983,"{'modified': '2025-09-02 13:31:47.403395', 'price': '1.25', 'target_yard_cut_wt': '47.75', 'created_time': '08:00:34.691529', 'roll_size': '50', 'foreign_id': 8175, 'knit_style_base': {'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4690A', 'id': 3397, 'active': 1, 'foreign_id': 5312}, 'act_yard_cut_wt': '45.15', 'created_date': '2025-04-15', 'version': '1', 'id': 6065, 'active': 1}",,22.7,,06245,,447050070,,,,1.25,,60,,2025-08-29 10:21:12.133943,,127,305215,02341,,G00
09,60,2025-08-29 10:11:11.399213,,3905,6150,044705008,,201,,2025-08-28,133.7898,,K2504043,0.97983,2.22983,"{'created_date': '2025-04-15', 'version': '1', 'id': 6065, 'active': 1, 'knit_style_base': {'foreign_id': 5312, 'active': 1, 'id': 3397, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4690A'}, 'act_yard_cut_wt': '45.15', 'roll_size': '50', 'foreign_id': 8175, 'modified': '2025-09-02 13:31:47.403395', 'price': '1.25', 'target_yard_cut_wt': '47.75', 'created_time': '08:00:34.691529'}",,23.6,,06245,,447050080,,,,1.25,,60,,2025-08-29 10:11:10.873606,,127,305214,02341,,G00
09,89,2025-08-29 11:46:12.049806,,3905,6150,044705009,,201,,2025-08-28,198.45487,,K2504043,0.97983,2.22983,"{'active': 1, 'id': 6065, 'created_date': '2025-04-15', 'version': '1', 'act_yard_cut_wt': '45.15', 'knit_style_base': {'foreign_id': 5312, 'active': 1, 'id': 3397, 'base_style': 'CEE4690A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}, 'foreign_id': 8175, 'roll_size': '50', 'target_yard_cut_wt': '47.75', 'created_time': '08:00:34.691529', 'modified': '2025-09-02 13:31:47.403395', 'price': '1.25'}",,34.4,,06245,,447050090,,,,1.25,,89,,2025-08-29 11:36:11.732479,,126,305226,09100,,G00
03,41,2025-08-26 09:46:12.106338,,1682,5918,144784202,,124,,2025-08-26,182.8928,,K2502021,3.2608,4.4608,"{'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001', 'foreign_id': 260, 'active': 1, 'id': 1812}, 'act_yard_cut_wt': '9.64', 'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50'}",,77,,07055,,447842021,,,,1.20,,41,,2025-06-23 10:46:08.995574,,38,304792,06892,,G00
03,39.5,2025-06-21 13:26:09.649507,,1682,5918,044784206,,124,,2025-06-21,176.2016,,K2502021,3.2608,4.4608,"{'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'id': 1812, 'active': 1, 'foreign_id': 260, 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001'}, 'id': 3480, 'active': 1, 'version': '20ST2', 'created_date': '2022-07-19'}",,77.1,,07055,,447842060,,,,1.20,,39.5,,2025-06-21 13:26:09.066437,,38,298068,09122,,G00
01,39.7,2025-06-23 04:51:26.490297,,1682,5918,044784210,,124,,2025-06-21,177.09376,,K2502021,3.2608,4.4608,"{'active': 1, 'id': 3480, 'version': '20ST2', 'created_date': '2022-07-19', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'foreign_id': 5176, 'roll_size': '40', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906'}",,65.8921161825726,,06523,,447842100,,,,1.20,,39.7,,2025-06-23 04:51:11.547511,,0,298144,06892,,G00
03,49.1,2025-06-02 10:11:45.256488,,2036,6194,044796097,,078,,2025-05-30,148.727337610988,,K2505016,2.17907001244375,3.02907001244375,"{'foreign_id': 5689, 'roll_size': '50', 'target_yard_cut_wt': '7.85', 'created_time': '13:52:25.277991', 'modified': '2024-03-20 23:41:47.755489', 'price': '0.85', 'id': 3919, 'active': 1, 'created_date': '2022-11-01', 'version': '2', 'act_yard_cut_wt': '6.54', 'knit_style_base': {'id': 1210, 'active': 1, 'foreign_id': 2440, 'qs_customer': 'BEEH - BEEHIVE CLOTHING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'JB38'}}",,125.1,,07055,,447960970,,,,0.85,,49.1,,2025-06-02 10:11:14.360627,,41,295807,02247,,G00
01,42,2025-06-04 10:51:12.192054,,2036,6194,044796098,,078,,2025-06-04,127.220940522638,,K2505016,2.17907001244375,3.02907001244375,"{'foreign_id': 5689, 'roll_size': '50', 'target_yard_cut_wt': '7.85', 'created_time': '13:52:25.277991', 'modified': '2024-03-20 23:41:47.755489', 'price': '0.85', 'active': 1, 'id': 3919, 'created_date': '2022-11-01', 'version': '2', 'act_yard_cut_wt': '6.54', 'knit_style_base': {'base_style': 'JB38', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'BEEH - BEEHIVE CLOTHING', 'foreign_id': 2440, 'id': 1210, 'active': 1}}",,102.752293577982,,06816,,447960980,,,,0.85,,42,,2025-06-04 10:51:11.692751,,0,296086,02247,,G00
07,41.4,2025-05-22 15:56:52.199235,,3954,6227,044857001,,017,,2025-05-22,79.260714,,K2505049,0.91451,1.91451,"{'created_date': '2025-05-14', 'version': 'M2125', 'active': 1, 'id': 6111, 'knit_style_base': {'foreign_id': 4335, 'id': 2635, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5321'}, 'act_yard_cut_wt': '9.80', 'roll_size': '40', 'foreign_id': 8237, 'modified': '2025-05-27 11:21:55.999933', 'price': '1.00', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224'}",,75.9,,06951,,448570010,,,,1.00,,41.4,,2025-05-22 15:56:09.107554,,72,294938,06634,,G00
07,28.7,2025-05-22 16:46:09.432548,,3954,6227,044857003,,017,,2025-05-22,54.946437,,K2505049,0.91451,1.91451,"{'roll_size': '40', 'foreign_id': 8237, 'price': '1.00', 'modified': '2025-05-27 11:21:55.999933', 'created_time': '09:55:02.30224', 'target_yard_cut_wt': '9.5', 'version': 'M2125', 'created_date': '2025-05-14', 'active': 1, 'id': 6111, 'knit_style_base': {'base_style': 'CF5321', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 4335, 'id': 2635, 'active': 1}, 'act_yard_cut_wt': '9.80'}",,52.2,,06951,,448570030,,,,1.00,,28.7,,2025-05-22 16:46:08.850738,,71,294947,06634,,G00
07,29.6,2025-05-22 17:01:20.93643,,3954,6227,044857004,,017,,2025-05-22,56.669496,,K2505049,0.91451,1.91451,"{'created_date': '2025-05-14', 'version': 'M2125', 'active': 1, 'id': 6111, 'knit_style_base': {'foreign_id': 4335, 'id': 2635, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5321'}, 'act_yard_cut_wt': '9.80', 'roll_size': '40', 'foreign_id': 8237, 'modified': '2025-05-27 11:21:55.999933', 'price': '1.00', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224'}",,55.3,,06951,,448570040,,,,1.00,,29.6,,2025-05-22 17:01:11.072674,,72,294949,06634,,G00
07,41.2,2025-05-24 17:26:09.620032,,3954,6227,044857005,,017,,2025-05-22,78.877812,,K2505049,0.91451,1.91451,"{'foreign_id': 8237, 'roll_size': '40', 'created_time': '09:55:02.30224', 'target_yard_cut_wt': '9.5', 'price': '1.00', 'modified': '2025-05-27 11:21:55.999933', 'id': 6111, 'active': 1, 'version': 'M2125', 'created_date': '2025-05-14', 'act_yard_cut_wt': '9.80', 'knit_style_base': {'foreign_id': 4335, 'active': 1, 'id': 2635, 'base_style': 'CF5321', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}}",,77,,06951,,448570050,,,,1.00,,41.2,,2025-05-24 17:26:09.041385,,72,295120,06634,,G00
07,13.5,2025-05-24 16:56:08.781353,,3954,6227,044857006,,017,,2025-05-23,25.845885,,K2505049,0.91451,1.91451,"{'act_yard_cut_wt': '9.80', 'knit_style_base': {'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5321', 'active': 1, 'id': 2635, 'foreign_id': 4335}, 'active': 1, 'id': 6111, 'created_date': '2025-05-14', 'version': 'M2125', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224', 'modified': '2025-05-27 11:21:55.999933', 'price': '1.00', 'foreign_id': 8237, 'roll_size': '40'}",,23.6,,06951,,448570060,,,,1.00,,13.5,,2025-05-24 16:56:08.237621,,71,295115,06634,,G00
07,41.8,2025-05-24 17:16:09.478874,,3954,6227,044857007,,017,,2025-05-23,80.026518,,K2505049,0.91451,1.91451,"{'modified': '2025-05-27 11:21:55.999933', 'price': '1.00', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224', 'roll_size': '40', 'foreign_id': 8237, 'knit_style_base': {'base_style': 'CF5321', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 4335, 'id': 2635, 'active': 1}, 'act_yard_cut_wt': '9.80', 'created_date': '2025-05-14', 'version': 'M2125', 'active': 1, 'id': 6111}",,77.7,,06951,,448570070,,,,1.00,,41.8,,2025-05-24 17:16:08.936605,,71,295118,06634,,G00
07,13.5,2025-05-24 17:06:09.971305,,3954,6227,044857008,,017,,2025-05-23,25.845885,,K2505049,0.91451,1.91451,"{'knit_style_base': {'base_style': 'CF5321', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 4335, 'active': 1, 'id': 2635}, 'act_yard_cut_wt': '9.80', 'created_date': '2025-05-14', 'version': 'M2125', 'id': 6111, 'active': 1, 'modified': '2025-05-27 11:21:55.999933', 'price': '1.00', 'target_yard_cut_wt': '9.5', 'created_time': '09:55:02.30224', 'roll_size': '40', 'foreign_id': 8237}",,25.2,,06951,,448570080,,,,1.00,,13.5,,2025-05-24 17:06:09.421637,,71,295117,06634,,G00
07,39.8,2025-05-22 15:31:12.36197,,3962,6238,044866001,,017,,2025-05-22,126.370572,,K2505060,2.17514,3.17514,"{'knit_style_base': {'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5321', 'id': 2635, 'active': 1, 'foreign_id': 4335}, 'act_yard_cut_wt': '10.80', 'created_date': '2025-05-19', 'version': 'LYC', 'id': 6123, 'active': 1, 'modified': '2025-05-27 11:25:29.839345', 'price': '1.00', 'target_yard_cut_wt': '9.5', 'created_time': '13:45:48.375788', 'roll_size': '40', 'foreign_id': 8253}",,65.8,,06951,,448660010,,,,1.00,,39.8,,2025-05-22 15:31:11.616524,,66,294927,06634,,G00
07,39.8,2025-05-22 15:41:10.037,,3962,6238,044866002,,017,,2025-05-21,126.370572,,K2505060,2.17514,3.17514,"{'foreign_id': 8253, 'roll_size': '40', 'target_yard_cut_wt': '9.5', 'created_time': '13:45:48.375788', 'modified': '2025-05-27 11:25:29.839345', 'price': '1.00', 'active': 1, 'id': 6123, 'created_date': '2025-05-19', 'version': 'LYC', 'act_yard_cut_wt': '10.80', 'knit_style_base': {'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5321', 'active': 1, 'id': 2635, 'foreign_id': 4335}}",,66.7,,06951,,448660020,,,,1.00,,39.8,,2025-05-22 15:41:09.408053,,65,294933,06634,,G00
07,50.1,2025-06-23 16:46:14.015624,,3606,6242,144883050,,019,,2025-06-20,158.325500788176,,K2505064,2.41018963649053,3.16018963649053,"{'created_date': '2024-10-21', 'version': 'PC', 'active': 1, 'id': 5731, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1418', 'foreign_id': 3086, 'id': 1678, 'active': 1}, 'act_yard_cut_wt': '16.15', 'roll_size': '50', 'foreign_id': 7787, 'modified': '2024-11-01 15:37:01.108191', 'price': '0.75', 'target_yard_cut_wt': '18.00', 'created_time': '16:06:20.852812'}",,63.5,,06951,,448830501,,,,0.75,,50.1,,2025-06-20 19:31:11.120503,,67,298251,09097,,G00
07,52.5,2025-06-24 17:46:15.829687,,3606,6242,144883059,,019,,2025-06-20,165.909955915753,,K2505064,2.41018963649053,3.16018963649053,"{'active': 1, 'id': 5731, 'version': 'PC', 'created_date': '2024-10-21', 'act_yard_cut_wt': '16.15', 'knit_style_base': {'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1418', 'id': 1678, 'active': 1, 'foreign_id': 3086}, 'foreign_id': 7787, 'roll_size': '50', 'created_time': '16:06:20.852812', 'target_yard_cut_wt': '18.00', 'price': '0.75', 'modified': '2024-11-01 15:37:01.108191'}",,60.3,,06951,,448830591,,,,0.75,,52.5,,2025-06-21 19:11:09.411502,,67,298424,03487,,G00
