related_dye_order_plan,purchase_order,sched_done_by,bki,status,ship_to,qty_ordered,serial_number,split_from,sched_enter_by,schedule_status,customer_service_rep,ship_to_processor,active,knit_price,modified,costing_exception_overridden,unit_cost_yarn,machine,knit_version,knit_style_base,close_dt,created_by,note,created_date,internal_notes,balance,sched_done_dt,qty_received,knit_start,sched_enter_dt,seconds,instructions,updated_by,quoted_date,requested_date,uom,qty_G00,id,qty_shipped,knitter,job
9030.0,,,,Open,,1000,K2508064,,72,Complete,19,,1,0.85,2025-09-02 14:16:18.683193,0,1.20585,193,"{'created_date': '2025-08-19', 'version': '2D', 'active': 1, 'id': 6330, 'knit_style_base': 3212, 'act_yard_cut_wt': '27.5', 'roll_size': '250', 'foreign_id': 8499, 'modified': '2025-09-04 13:10:37.94365', 'price': '0.85', 'target_yard_cut_wt': '27.0', 'created_time': '10:05:22.513153'}","{'foreign_id': 5088, 'id': 3212, 'active': 1, 'base_style': 'C1B4546A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,72,,2025-08-20 09:35:00.368594,,142,,858,2025-08-25,2025-08-20 09:35:00.368594,,,72,2025-09-19,2025-09-19,lbs,,6567,858,1,34033
,,,,Open,,9600,K2508062,,9,Required,1,4.0,1,1.20,2025-09-11 13:51:23.304293,0,1.95,132,"{'knit_style_base': 1560, 'act_yard_cut_wt': '6.80', 'version': 'LU', 'created_date': '2025-03-26', 'id': 6029, 'active': 1, 'price': '1.20', 'modified': '2025-04-21 15:49:40.16872', 'created_time': '10:24:04.357055', 'target_yard_cut_wt': '7.40', 'roll_size': '50', 'foreign_id': 8133}","{'foreign_id': 2929, 'active': 1, 'id': 1560, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '1853'}",,9,,2025-08-19 12:09:13.178184,,5734.8,,3865.2,2025-08-22,2025-08-19 12:09:13.178184,78.5,,9,,2025-11-28,lbs,1467.0,6565,2466.0,1,34013
,,,,Open,,1000,K2508061,,72,Complete,19,,1,0.85,2025-09-12 14:01:14.564131,0,1.75038,158,"{'foreign_id': 8498, 'roll_size': '250', 'created_time': '16:31:46.046057', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-11 08:32:17.778233', 'active': 1, 'id': 6329, 'version': '1L', 'created_date': '2025-08-18', 'act_yard_cut_wt': '26.25', 'knit_style_base': 339}","{'base_style': 'CT2535', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 1168, 'active': 1, 'id': 339}",,72,,2025-08-18 16:34:20.309424,,492,,508,2025-08-20,2025-08-18 16:34:20.309424,10.8,,72,2025-09-05,2025-09-05,lbs,508,6564,10.8,1,34003
,PG251079,,,Open,,580,K2508060,,9,Required,1,4.0,1,1.15,2025-09-12 10:26:09.586972,0,1.75,99,"{'roll_size': '58', 'foreign_id': 8495, 'price': '1.15', 'modified': '2025-09-11 08:41:38.168591', 'created_time': '10:49:15.214469', 'target_yard_cut_wt': '7.00', 'version': '0', 'created_date': '2025-08-18', 'active': 1, 'id': 6327, 'knit_style_base': 3522, 'act_yard_cut_wt': '6.75'}","{'qs_customer': 'BLAU - Blauer', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5304', 'id': 3522, 'active': 1, 'foreign_id': 5476}",,9,,2025-08-18 12:08:29.916614,,481.9,,98.1,2025-08-19,2025-08-18 12:08:29.916614,16.4,,9,,2025-08-29,lbs,98.1,6563,,1,33981
,PG251079,,,Open,,350,K2508059,,9,Required,1,4.0,1,2.10,2025-08-27 17:51:11.392011,0,2.286899,23,"{'roll_size': '50', 'foreign_id': 8496, 'price': '2.10', 'modified': '2025-08-28 09:57:58.247386', 'created_time': '11:23:18.97101', 'target_yard_cut_wt': '12.00', 'version': '0', 'created_date': '2025-08-18', 'id': 6328, 'active': 1, 'knit_style_base': 3523, 'act_yard_cut_wt': '11.85'}","{'active': 1, 'id': 3523, 'foreign_id': 5477, 'qs_customer': 'BLAU - Blauer', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5305'}",,9,,2025-08-18 12:05:24.972766,,4.10000000000002,,345.9,2025-08-19,2025-08-18 12:05:24.972766,,,9,,2025-08-29,lbs,,6562,345.9,1,33980
9013.0,,,,Open,,6250,K2508058,,72,Required,19,,1,1.25,2025-08-20 10:39:46.251462,0,2.64182,,"{'act_yard_cut_wt': '39.35', 'knit_style_base': 3266, 'active': 1, 'id': 6112, 'version': '1B', 'created_date': '2025-05-15', 'created_time': '11:26:25.828383', 'target_yard_cut_wt': '34', 'price': '1.25', 'modified': '2025-05-20 09:06:49.727012', 'foreign_id': 8242, 'roll_size': '250'}","{'foreign_id': 5163, 'active': 1, 'id': 3266, 'base_style': 'CEE4585A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,72,,2025-08-15 13:45:21.609583,,6250,,0,2025-08-25,2025-08-15 13:45:21.609583,,,72,2025-09-19,2025-09-19,lbs,,6561,,1,33960
9012.0,,,45443,Open,,6000,K2508057,,72,Required,19,,1,0.85,2025-09-12 23:26:10.866553,0,2.81012,194,"{'act_yard_cut_wt': '32.65', 'knit_style_base': 2882, 'id': 6326, 'active': 1, 'version': '1DU', 'created_date': '2025-08-15', 'created_time': '13:22:44.407902', 'target_yard_cut_wt': '32.50', 'price': '0.85', 'modified': '2025-09-09 08:28:01.731552', 'foreign_id': 8494, 'roll_size': '250'}","{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3987C', 'foreign_id': 4662, 'active': 1, 'id': 2882}",,72,,2025-08-15 13:34:26.688624,,4235.3,,1764.7,2025-08-25,2025-08-15 13:34:26.688624,60.2,,5,2025-09-12,2025-09-12,lbs,478.7,6560,1320.6,1,33958
9009.0,,,,Open,,5250,K2508056,,72,Required,19,,1,0.85,2025-08-19 13:38:46.421549,0,2.70541,205,"{'modified': '2025-06-11 16:00:34.246364', 'price': '0.85', 'target_yard_cut_wt': '37.50', 'created_time': '12:32:00.339226', 'roll_size': '250', 'foreign_id': 8070, 'knit_style_base': 1757, 'act_yard_cut_wt': '37.1', 'created_date': '2025-03-05', 'version': '1L', 'active': 1, 'id': 5974}","{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3466', 'id': 1757, 'active': 1, 'foreign_id': 3209}",,72,,2025-08-14 13:57:22.686507,,5250,,0,2025-08-25,2025-08-14 13:57:22.686507,,,52,2025-09-19,2025-09-19,lbs,,6559,,1,33935
9008.0,,,45376,Open,,4500,K2508055,,72,Required,19,,1,0.85,2025-08-28 13:06:10.946485,0,2.92826,195,"{'price': '0.85', 'modified': '2025-08-28 10:10:47.663076', 'created_time': '11:37:22.385308', 'target_yard_cut_wt': '35.25', 'roll_size': '250', 'foreign_id': 8068, 'knit_style_base': 1759, 'act_yard_cut_wt': '36.80', 'version': '1L', 'created_date': '2025-03-05', 'active': 1, 'id': 5972}","{'foreign_id': 3211, 'active': 1, 'id': 1759, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3472'}",,72,,2025-08-14 13:56:16.637907,,2719.4,,1780.6,2025-08-25,2025-08-14 13:56:16.637907,173.5,,52,2025-09-12,2025-09-12,lbs,0,6558,1954.1,1,33934
,,,,Open,465.0,30,K2508054,,9,Required,1,,1,0.00,2025-08-28 16:26:09.629995,0,1.09,58,"{'roll_size': '30', 'foreign_id': 8487, 'price': None, 'modified': '2025-08-29 08:33:57.467676', 'created_time': '15:14:33.975649', 'target_yard_cut_wt': '8.9', 'version': 'SPLL', 'created_date': '2025-08-13', 'active': 1, 'id': 6322, 'knit_style_base': 3387, 'act_yard_cut_wt': '9.00'}","{'foreign_id': 5301, 'active': 1, 'id': 3387, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5493'}",,9,,2025-08-14 12:23:14.269695,,0,,31.4,2025-08-18,2025-08-14 12:23:14.269695,,,9,,2025-08-22,lbs,31.4,6557,,1,33929
,,,,Open,465.0,30,K2508053,,9,Required,1,,1,0.00,2025-08-28 12:01:27.984109,0,1.09,58,"{'id': 6321, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPL', 'act_yard_cut_wt': '9.30', 'knit_style_base': 3387, 'foreign_id': 8486, 'roll_size': '30', 'target_yard_cut_wt': '8.9', 'created_time': '15:13:40.001228', 'modified': '2025-08-28 10:32:50.766997', 'price': None}","{'foreign_id': 5301, 'active': 1, 'id': 3387, 'base_style': 'CF5493', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,9,,2025-08-14 12:22:08.197081,,0,,31.8,2025-08-18,2025-08-14 12:22:08.197081,,,9,,2025-08-22,lbs,31.8,6556,,1,33928
,,,,Open,465.0,30,K2508052,,9,Required,1,,1,0.00,2025-08-25 23:41:10.013145,0,1.09,58,"{'knit_style_base': 3387, 'act_yard_cut_wt': '8.95', 'created_date': '2025-08-13', 'version': 'SP', 'active': 1, 'id': 6320, 'modified': '2025-08-25 12:50:16.585318', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:08:34.378636', 'roll_size': '30', 'foreign_id': 8485}","{'base_style': 'CF5493', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3387, 'foreign_id': 5301}",,9,,2025-08-14 12:21:10.032914,,0,,31.3,2025-08-18,2025-08-14 12:21:10.032914,45.9,Shawmut/Mercedes - Stephen to pickup,9,,2025-08-22,lbs,31.3,6555,45.9,1,33927
,,,,Open,465.0,30,K2508051,,9,Required,1,,1,0.00,2025-08-28 16:11:09.775673,0,1.09714,34,"{'act_yard_cut_wt': '8.75', 'knit_style_base': 3388, 'active': 1, 'id': 6319, 'version': 'SPTL', 'created_date': '2025-08-13', 'created_time': '15:04:27.256796', 'target_yard_cut_wt': '9', 'price': None, 'modified': '2025-08-29 08:31:10.186506', 'foreign_id': 8484, 'roll_size': '30'}","{'id': 3388, 'active': 1, 'foreign_id': 5302, 'base_style': 'CF5491', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-14 12:19:46.501561,,0,,31.2,2025-08-18,2025-08-14 12:19:46.501561,,,9,,2025-08-22,lbs,31.2,6554,,1,33926
,,,,Open,465.0,30,K2508050,,9,Required,1,,1,0.00,2025-08-27 21:01:20.02722,0,1.09714,34,"{'foreign_id': 8483, 'roll_size': '30', 'target_yard_cut_wt': '9', 'created_time': '15:03:13.264986', 'modified': '2025-08-29 08:29:33.564719', 'price': None, 'id': 6318, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPT', 'act_yard_cut_wt': '8.70', 'knit_style_base': 3388}","{'base_style': 'CF5491', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3388, 'foreign_id': 5302}",,9,,2025-08-14 12:18:34.84191,,0,,32.2,2025-08-18,2025-08-14 12:18:34.84191,16.8,,9,,2025-08-22,lbs,32.2,6553,16.8,1,33925
,,,,Open,465.0,30,K2508049,,9,Required,1,,1,0.00,2025-08-25 17:06:09.831186,0,1.09714,34,"{'active': 1, 'id': 6317, 'version': 'SP', 'created_date': '2025-08-13', 'act_yard_cut_wt': '8.20', 'knit_style_base': 3388, 'foreign_id': 8482, 'roll_size': '30', 'created_time': '15:02:19.754808', 'target_yard_cut_wt': '9', 'price': None, 'modified': '2025-08-28 10:12:46.391487'}","{'foreign_id': 5302, 'active': 1, 'id': 3388, 'base_style': 'CF5491', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-14 12:17:25.408586,,0,,32,2025-08-18,2025-08-14 12:17:25.408586,,Shawmut/Mercedes - Stephen to pickup,9,,2025-08-22,lbs,32,6552,,1,33924
,,,45355,Open,,25,K2508048,,80,Required,16,,1,1.70,2025-08-14 10:00:01.06989,0,1.75,15,"{'knit_style_base': 3514, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6307, 'price': '1.70', 'modified': '2025-09-08 11:36:01.54659', 'created_time': '16:30:03.704432', 'target_yard_cut_wt': '9.00', 'roll_size': '25', 'foreign_id': 8471}","{'base_style': 'CV4787A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3514, 'active': 1, 'foreign_id': 5468}",,80,,2025-08-14 09:57:16.869622,,25,,0,2025-08-15,2025-08-14 09:57:16.869622,,,80,,2025-08-22,lbs,,6551,,1,33907
,,,45354,Open,,40,K2508047,,80,Required,16,,1,1.55,2025-08-14 09:54:44.729867,0,1.75,15,"{'act_yard_cut_wt': None, 'knit_style_base': 3519, 'active': 1, 'id': 6312, 'created_date': '2025-08-12', 'version': '1', 'target_yard_cut_wt': '12.00', 'created_time': '16:43:19.589802', 'modified': '2025-09-08 11:36:47.141349', 'price': '1.55', 'foreign_id': 8475, 'roll_size': '40'}","{'base_style': 'CV4791A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5472, 'active': 1, 'id': 3519}",,80,,2025-08-14 09:52:18.289103,,40,,0,2025-08-15,2025-08-14 09:52:18.289103,,,80,,2025-08-22,lbs,,6550,,1,33906
,,,45353,Open,,40,K2508046,,80,Required,16,,1,1.55,2025-08-14 09:50:13.973714,0,1.75,15,"{'act_yard_cut_wt': None, 'knit_style_base': 3517, 'id': 6310, 'active': 1, 'version': '1', 'created_date': '2025-08-12', 'created_time': '16:39:44.618718', 'target_yard_cut_wt': '12.00', 'price': '1.55', 'modified': '2025-09-08 11:36:59.868511', 'foreign_id': 8474, 'roll_size': '40'}","{'active': 1, 'id': 3517, 'foreign_id': 5471, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4790A'}",,80,,2025-08-14 09:47:30.05269,,40,,0,2025-08-15,2025-08-14 09:47:30.05269,,,80,,2025-08-22,lbs,,6549,,1,33905
,,,45352,Open,,50,K2508045,,80,Required,16,,1,1.25,2025-09-08 11:40:11.234932,0,1.4,15,"{'foreign_id': 8476, 'roll_size': '50', 'created_time': '16:44:12.674202', 'target_yard_cut_wt': '22.00', 'price': '1.25', 'modified': '2025-09-08 11:36:39.593102', 'active': 1, 'id': 6313, 'version': '1', 'created_date': '2025-08-12', 'act_yard_cut_wt': None, 'knit_style_base': 3520}","{'foreign_id': 5473, 'id': 3520, 'active': 1, 'base_style': 'CV4792A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,80,,2025-08-14 09:37:19.570217,,50,,0,2025-08-15,2025-08-14 09:37:19.570217,,,80,,2025-08-22,lbs,,6548,,1,33904
,,,45351,Open,,50,K2508044,,80,Required,16,,1,1.25,2025-09-08 11:40:09.22679,0,1.4,15,"{'active': 1, 'id': 6309, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3516, 'foreign_id': 8473, 'roll_size': '50', 'target_yard_cut_wt': '22.00', 'created_time': '16:38:00.883035', 'modified': '2025-09-08 11:37:06.849319', 'price': '1.25'}","{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4789A', 'id': 3516, 'active': 1, 'foreign_id': 5470}",,80,,2025-08-14 09:21:28.693155,,50,,0,2025-08-15,2025-08-14 09:21:28.693155,,,80,,2025-08-22,lbs,,6547,,1,33902
,,,45350,Open,,50,K2508043,,80,Required,16,,1,1.40,2025-09-08 11:40:12.533374,0,1.4,15,"{'foreign_id': 8472, 'roll_size': '50', 'target_yard_cut_wt': '18.00', 'created_time': '16:35:42.974046', 'modified': '2025-09-12 08:52:29.193898', 'price': '1.40', 'active': 1, 'id': 6308, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3515}","{'active': 1, 'id': 3515, 'foreign_id': 5469, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4788A'}",,80,,2025-08-14 09:13:53.053771,,50,,0,2025-08-15,2025-08-14 09:13:53.053771,,,80,,2025-08-22,lbs,,6546,,1,33901
,,,45349,Open,,50,K2508042,,80,Required,16,,1,1.40,2025-09-09 14:26:10.895515,0,2.22212,15,"{'version': '1', 'created_date': '2025-08-12', 'id': 6311, 'active': 1, 'knit_style_base': 3518, 'act_yard_cut_wt': '16.75', 'roll_size': '50', 'foreign_id': 8477, 'price': '1.40', 'modified': '2025-09-11 14:59:24.249249', 'created_time': '16:45:00.038588', 'target_yard_cut_wt': '18.00'}","{'base_style': 'CV4802A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5474, 'active': 1, 'id': 3518}",,80,,2025-08-14 09:01:24.153773,,3.1,,46.9,2025-08-15,2025-08-14 09:01:24.153773,,,80,,2025-08-22,lbs,46.9,6545,,1,33900
9007.0,,,,Open,,1750,K2508041,,72,Required,19,,1,0.85,2025-08-13 16:05:19.439914,0,4.21652,,"{'foreign_id': 8490, 'roll_size': '250', 'target_yard_cut_wt': '26.40', 'created_time': '15:33:58.324268', 'modified': '2025-08-13 15:33:58.324268', 'price': '0.85', 'id': 6324, 'active': 1, 'created_date': '2025-08-13', 'version': '1KD', 'act_yard_cut_wt': '25.35', 'knit_style_base': 2942}","{'id': 2942, 'active': 1, 'foreign_id': 4744, 'base_style': 'C1B4338A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-08-13 16:04:25.290525,,1750,,0,2025-08-18,2025-08-13 16:04:25.290525,,,72,2025-09-12,2025-09-12,lbs,,6544,,1,33895
9005.0,,,,Open,,3000,K2508039,,72,Required,19,,1,0.85,2025-09-12 21:21:12.512551,0,2.81368,,"{'roll_size': '250', 'foreign_id': 8489, 'price': '0.85', 'modified': '2025-09-05 16:34:42.024082', 'created_time': '15:26:11.342209', 'target_yard_cut_wt': '30.15', 'version': '1D', 'created_date': '2025-08-13', 'active': 1, 'id': 6323, 'knit_style_base': 3026, 'act_yard_cut_wt': '32.90'}","{'base_style': 'C1B3912-42', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4855, 'active': 1, 'id': 3026}",,72,,2025-08-13 16:03:07.837948,,2824,,176,2025-08-18,2025-08-13 16:03:07.837948,17,,52,2025-09-05,2025-09-05,lbs,176,6542,17,1,33893
9004.0,,,45370,Open,,4000,K2508038,,72,Required,19,,1,0.85,2025-09-11 14:16:12.789051,0,3.208002,203,"{'id': 5692, 'active': 1, 'version': '1D', 'created_date': '2024-10-07', 'act_yard_cut_wt': '32.00', 'knit_style_base': 3180, 'foreign_id': 7744, 'roll_size': '250', 'created_time': '10:46:06.737768', 'target_yard_cut_wt': '30.50', 'price': '0.85', 'modified': '2025-08-28 10:16:22.464409'}","{'base_style': 'C1B3402-42', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5047, 'active': 1, 'id': 3180}",,72,,2025-08-13 16:01:00.842968,,184,,3816,2025-08-18,2025-08-13 16:01:00.842968,223.6,,72,2025-09-05,2025-09-05,lbs,,6541,4039.6,1,33892
9002.0,DA-00115,,,Open,,1160,K2508036,,9,Required,1,4.0,1,0.90,2025-09-12 21:56:09.6217,0,1.85,60,"{'created_date': '2025-08-27', 'version': 'R', 'id': 6349, 'active': 1, 'knit_style_base': 3339, 'act_yard_cut_wt': '9.15', 'roll_size': '58', 'foreign_id': 8519, 'modified': '2025-09-12 08:12:35.589412', 'price': '0.90', 'target_yard_cut_wt': '8.00', 'created_time': '16:55:33.628018'}","{'base_style': 'CF5475', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5243, 'id': 3339, 'active': 1}",,9,,2025-08-13 13:41:02.370742,,935.7,,224.3,2025-08-18,2025-08-13 13:41:02.370742,,,9,,2025-09-05,lbs,224.3,6539,,1,33887
9001.0,DA00115,,,Open,,1740,K2508035,,9,Required,1,4.0,1,0.90,2025-09-04 13:21:17.342929,0,1.85,60,"{'active': 1, 'id': 6348, 'created_date': '2025-08-27', 'version': 'R', 'act_yard_cut_wt': '9.75', 'knit_style_base': 3338, 'foreign_id': 8518, 'roll_size': '58', 'target_yard_cut_wt': '8.70', 'created_time': '16:25:34.276761', 'modified': '2025-08-27 16:25:34.276761', 'price': '0.90'}","{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5474', 'foreign_id': 5242, 'active': 1, 'id': 3338}",,9,,2025-08-13 13:35:28.28189,,573,,1167.0,2025-08-18,2025-08-13 13:35:28.28189,447.7,,9,,2025-09-05,lbs,589.0,6538,680.7,1,33886
,,,45341,Open,,50,K2508034,,80,Required,16,,1,2.00,2025-08-19 17:06:10.174415,0,4.86572,66,"{'foreign_id': 8378, 'roll_size': '50', 'created_time': '17:01:13.592844', 'target_yard_cut_wt': '7.80', 'price': '2.00', 'modified': '2025-07-29 13:49:38.058329', 'active': 1, 'id': 6227, 'version': '0', 'created_date': '2025-07-10', 'act_yard_cut_wt': '7.70', 'knit_style_base': 3470}","{'active': 1, 'id': 3470, 'foreign_id': 5414, 'base_style': 'CF5513', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,80,,2025-08-13 08:20:41.425765,,30,,20,2025-08-14,2025-08-13 08:20:41.425765,,,80,,2025-08-15,lbs,20,6537,,1,33870
8996.0,,,45339,Open,,100,K2508033,,72,Complete,19,,1,0.01,2025-08-16 09:01:13.127288,0,1.61969,46,"{'roll_size': '50', 'foreign_id': 8006, 'modified': '2025-08-25 12:44:39.798996', 'price': '0.00', 'target_yard_cut_wt': '31.8', 'created_time': '09:50:30.636994', 'created_date': '2025-02-03', 'version': '1', 'id': 5924, 'active': 1, 'knit_style_base': 3322, 'act_yard_cut_wt': '31.85'}","{'active': 1, 'id': 3322, 'foreign_id': 5223, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4639A'}",,72,,2025-08-12 13:56:12.714529,,0,,108.4,2025-08-12,2025-08-12 13:56:12.714529,22.3,,72,2025-08-15,2025-08-15,lbs,,6536,130.7,1,33852
,Yarn Trial,,,Open,,550,K2508032,,10,,2,4.0,1,0.45,2025-08-25 12:01:12.528954,0,2.13,,"{'roll_size': '50', 'foreign_id': 8460, 'modified': '2025-08-25 12:46:24.687168', 'price': '0.45', 'target_yard_cut_wt': '8.9', 'created_time': '15:52:38.935045', 'created_date': '2025-08-07', 'version': 'OE', 'active': 1, 'id': 6301, 'knit_style_base': 1804, 'act_yard_cut_wt': '8.45'}","{'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5105', 'id': 1804, 'active': 1, 'foreign_id': 3266}",,10,,2025-08-12 11:43:53.474633,,0.399999999999977,,549.6,2025-08-14,2025-08-12 11:43:53.474633,26.2,,10,,2025-08-22,lbs,,6535,575.8,1,33842
8984.0,,,45337,Open,,2000,K2508031,,72,Complete,19,,1,0.85,2025-08-28 14:46:09.866654,0,2.4493,189,"{'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'roll_size': '250', 'foreign_id': 8444, 'knit_style_base': 2991, 'act_yard_cut_wt': '18.40', 'version': '1CO', 'created_date': '2025-08-01', 'id': 6285, 'active': 1}","{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4125A', 'active': 1, 'id': 2991, 'foreign_id': 4806}",,72,,2025-08-11 14:09:28.708908,,322,,1678.0,2025-08-11,2025-08-11 14:09:28.708908,73.4,,72,2025-09-05,2025-09-05,lbs,,6534,1751.4,1,33819
8981.0,,,45334,Open,,2500,K2508030,6530.0,72,Complete,19,,1,1.25,2025-08-27 14:53:21.475113,0,1.44976,212,"{'version': '1IN', 'created_date': '2025-07-18', 'active': 1, 'id': 6240, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'roll_size': '250', 'foreign_id': 8394, 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00'}","{'id': 2130, 'active': 1, 'foreign_id': 3694, 'base_style': 'CEE2838', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-08-11 13:33:51.146371,,0,,2596,2025-08-11,2025-08-11 13:33:51.146371,,,72,2025-09-12,2025-09-12,lbs,,6533,2596,1,33816
8983.0,,,45433,Open,,2000,K2508029,,72,Required,19,,1,1.25,2025-09-11 18:51:11.692747,0,1.52765,201,"{'foreign_id': 8468, 'roll_size': '250', 'target_yard_cut_wt': '39.30', 'created_time': '12:25:43.817264', 'modified': '2025-09-04 09:19:33.363333', 'price': '1.25', 'active': 1, 'id': 6304, 'created_date': '2025-08-11', 'version': '1CL', 'act_yard_cut_wt': '41.20', 'knit_style_base': 2166}","{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2837', 'id': 2166, 'active': 1, 'foreign_id': 3738}",,72,,2025-08-11 12:27:58.972806,,315,,1685,2025-08-11,2025-08-11 12:27:58.972806,53.8,,5,2025-09-19,2025-09-19,lbs,,6532,1738.8,1,33818
