job,updated_by,quoted_date,uom,qty_G00,requested_date,qty_shipped,id,knitter,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,close_dt,knit_style_base,created_by,note,created_date,internal_notes,modified,costing_exception_overridden,knit_price,unit_cost_yarn,machine,knit_version,schedule_status,customer_service_rep,active,ship_to_processor,qty_ordered,status,ship_to,split_from,serial_number,sched_enter_by,related_dye_order_plan,sched_done_by,purchase_order,bki
34033,72,2025-09-19,lbs,,2025-09-19,858,6567,1,,142,858,2025-08-25,2025-08-20 09:35:00.368594,,,,"{'active': 1, 'id': 3212, 'foreign_id': 5088, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4546A'}",72,,2025-08-20 09:35:00.368594,,2025-09-02 14:16:18.683193,0,0.85,1.20585,193,"{'target_yard_cut_wt': '27.0', 'created_time': '10:05:22.513153', 'modified': '2025-09-04 13:10:37.94365', 'price': '0.85', 'foreign_id': 8499, 'roll_size': '250', 'act_yard_cut_wt': '27.5', 'knit_style_base': 3212, 'active': 1, 'id': 6330, 'created_date': '2025-08-19', 'version': '2D'}",Complete,19,1,,1000,Open,,,K2508064,72,9030.0,,,
34013,9,,lbs,1467.0,2025-11-28,2466.0,6565,1,,5734.8,3865.2,2025-08-22,2025-08-19 12:09:13.178184,78.5,,,"{'foreign_id': 2929, 'active': 1, 'id': 1560, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1853'}",9,,2025-08-19 12:09:13.178184,,2025-09-11 13:51:23.304293,0,1.20,1.95,132,"{'active': 1, 'id': 6029, 'created_date': '2025-03-26', 'version': 'LU', 'act_yard_cut_wt': '6.80', 'knit_style_base': 1560, 'foreign_id': 8133, 'roll_size': '50', 'target_yard_cut_wt': '7.40', 'created_time': '10:24:04.357055', 'modified': '2025-04-21 15:49:40.16872', 'price': '1.20'}",Required,1,1,4.0,9600,Open,,,K2508062,9,,,,
34003,72,2025-09-05,lbs,508,2025-09-05,10.8,6564,1,,492,508,2025-08-20,2025-08-18 16:34:20.309424,10.8,,,"{'foreign_id': 1168, 'id': 339, 'active': 1, 'base_style': 'CT2535', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,,2025-08-18 16:34:20.309424,,2025-09-12 14:01:14.564131,0,0.85,1.75038,158,"{'active': 1, 'id': 6329, 'version': '1L', 'created_date': '2025-08-18', 'act_yard_cut_wt': '26.25', 'knit_style_base': 339, 'foreign_id': 8498, 'roll_size': '250', 'created_time': '16:31:46.046057', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-11 08:32:17.778233'}",Complete,19,1,,1000,Open,,,K2508061,72,,,,
33981,9,,lbs,98.1,2025-08-29,,6563,1,,481.9,98.1,2025-08-19,2025-08-18 12:08:29.916614,16.4,,,"{'base_style': 'CF5304', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'BLAU - Blauer', 'foreign_id': 5476, 'id': 3522, 'active': 1}",9,,2025-08-18 12:08:29.916614,,2025-09-12 10:26:09.586972,0,1.15,1.75,99,"{'knit_style_base': 3522, 'act_yard_cut_wt': '6.75', 'created_date': '2025-08-18', 'version': '0', 'id': 6327, 'active': 1, 'modified': '2025-09-11 08:41:38.168591', 'price': '1.15', 'target_yard_cut_wt': '7.00', 'created_time': '10:49:15.214469', 'roll_size': '58', 'foreign_id': 8495}",Required,1,1,4.0,580,Open,,,K2508060,9,,,PG251079,
33980,9,,lbs,,2025-08-29,345.9,6562,1,,4.10000000000002,345.9,2025-08-19,2025-08-18 12:05:24.972766,,,,"{'foreign_id': 5477, 'active': 1, 'id': 3523, 'base_style': 'CF5305', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'BLAU - Blauer', 'created_time': None}",9,,2025-08-18 12:05:24.972766,,2025-08-27 17:51:11.392011,0,2.10,2.286899,23,"{'knit_style_base': 3523, 'act_yard_cut_wt': '11.85', 'version': '0', 'created_date': '2025-08-18', 'id': 6328, 'active': 1, 'price': '2.10', 'modified': '2025-08-28 09:57:58.247386', 'created_time': '11:23:18.97101', 'target_yard_cut_wt': '12.00', 'roll_size': '50', 'foreign_id': 8496}",Required,1,1,4.0,350,Open,,,K2508059,9,,,PG251079,
33960,72,2025-09-19,lbs,,2025-09-19,,6561,1,,6250,0,2025-08-25,2025-08-15 13:45:21.609583,,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4585A', 'id': 3266, 'active': 1, 'foreign_id': 5163}",72,,2025-08-15 13:45:21.609583,,2025-08-20 10:39:46.251462,0,1.25,2.64182,,"{'knit_style_base': 3266, 'act_yard_cut_wt': '39.35', 'version': '1B', 'created_date': '2025-05-15', 'active': 1, 'id': 6112, 'price': '1.25', 'modified': '2025-05-20 09:06:49.727012', 'created_time': '11:26:25.828383', 'target_yard_cut_wt': '34', 'roll_size': '250', 'foreign_id': 8242}",Required,19,1,,6250,Open,,,K2508058,72,9013.0,,,
33958,5,2025-09-12,lbs,478.7,2025-09-12,1320.6,6560,1,,4235.3,1764.7,2025-08-25,2025-08-15 13:34:26.688624,60.2,,,"{'active': 1, 'id': 2882, 'foreign_id': 4662, 'base_style': 'C1B3987C', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,,2025-08-15 13:34:26.688624,,2025-09-12 23:26:10.866553,0,0.85,2.81012,194,"{'roll_size': '250', 'foreign_id': 8494, 'modified': '2025-09-09 08:28:01.731552', 'price': '0.85', 'target_yard_cut_wt': '32.50', 'created_time': '13:22:44.407902', 'created_date': '2025-08-15', 'version': '1DU', 'id': 6326, 'active': 1, 'knit_style_base': 2882, 'act_yard_cut_wt': '32.65'}",Required,19,1,,6000,Open,,,K2508057,72,9012.0,,,45443
33935,52,2025-09-19,lbs,,2025-09-19,,6559,1,,5250,0,2025-08-25,2025-08-14 13:57:22.686507,,,,"{'foreign_id': 3209, 'id': 1757, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE3466'}",72,,2025-08-14 13:57:22.686507,,2025-08-19 13:38:46.421549,0,0.85,2.70541,205,"{'act_yard_cut_wt': '37.1', 'knit_style_base': 1757, 'active': 1, 'id': 5974, 'version': '1L', 'created_date': '2025-03-05', 'created_time': '12:32:00.339226', 'target_yard_cut_wt': '37.50', 'price': '0.85', 'modified': '2025-06-11 16:00:34.246364', 'foreign_id': 8070, 'roll_size': '250'}",Required,19,1,,5250,Open,,,K2508056,72,9009.0,,,
33934,52,2025-09-12,lbs,0,2025-09-12,1954.1,6558,1,,2719.4,1780.6,2025-08-25,2025-08-14 13:56:16.637907,173.5,,,"{'foreign_id': 3211, 'id': 1759, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3472'}",72,,2025-08-14 13:56:16.637907,,2025-08-28 13:06:10.946485,0,0.85,2.92826,195,"{'version': '1L', 'created_date': '2025-03-05', 'active': 1, 'id': 5972, 'knit_style_base': 1759, 'act_yard_cut_wt': '36.80', 'roll_size': '250', 'foreign_id': 8068, 'price': '0.85', 'modified': '2025-08-28 10:10:47.663076', 'created_time': '11:37:22.385308', 'target_yard_cut_wt': '35.25'}",Required,19,1,,4500,Open,,,K2508055,72,9008.0,,,45376
33929,9,,lbs,31.4,2025-08-22,,6557,1,,0,31.4,2025-08-18,2025-08-14 12:23:14.269695,,,,"{'foreign_id': 5301, 'id': 3387, 'active': 1, 'base_style': 'CF5493', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",9,,2025-08-14 12:23:14.269695,,2025-08-28 16:26:09.629995,0,0.00,1.09,58,"{'created_date': '2025-08-13', 'version': 'SPLL', 'id': 6322, 'active': 1, 'knit_style_base': 3387, 'act_yard_cut_wt': '9.00', 'roll_size': '30', 'foreign_id': 8487, 'modified': '2025-08-29 08:33:57.467676', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:14:33.975649'}",Required,1,1,,30,Open,465.0,,K2508054,9,,,,
33928,9,,lbs,31.8,2025-08-22,,6556,1,,0,31.8,2025-08-18,2025-08-14 12:22:08.197081,,,,"{'foreign_id': 5301, 'active': 1, 'id': 3387, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5493'}",9,,2025-08-14 12:22:08.197081,,2025-08-28 12:01:27.984109,0,0.00,1.09,58,"{'act_yard_cut_wt': '9.30', 'knit_style_base': 3387, 'id': 6321, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPL', 'target_yard_cut_wt': '8.9', 'created_time': '15:13:40.001228', 'modified': '2025-08-28 10:32:50.766997', 'price': None, 'foreign_id': 8486, 'roll_size': '30'}",Required,1,1,,30,Open,465.0,,K2508053,9,,,,
33927,9,,lbs,31.3,2025-08-22,45.9,6555,1,,0,31.3,2025-08-18,2025-08-14 12:21:10.032914,45.9,Shawmut/Mercedes - Stephen to pickup,,"{'active': 1, 'id': 3387, 'foreign_id': 5301, 'base_style': 'CF5493', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,2025-08-14 12:21:10.032914,,2025-08-25 23:41:10.013145,0,0.00,1.09,58,"{'roll_size': '30', 'foreign_id': 8485, 'price': None, 'modified': '2025-08-25 12:50:16.585318', 'created_time': '15:08:34.378636', 'target_yard_cut_wt': '8.9', 'version': 'SP', 'created_date': '2025-08-13', 'active': 1, 'id': 6320, 'knit_style_base': 3387, 'act_yard_cut_wt': '8.95'}",Required,1,1,,30,Open,465.0,,K2508052,9,,,,
33926,9,,lbs,31.2,2025-08-22,,6554,1,,0,31.2,2025-08-18,2025-08-14 12:19:46.501561,,,,"{'foreign_id': 5302, 'id': 3388, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491'}",9,,2025-08-14 12:19:46.501561,,2025-08-28 16:11:09.775673,0,0.00,1.09714,34,"{'target_yard_cut_wt': '9', 'created_time': '15:04:27.256796', 'modified': '2025-08-29 08:31:10.186506', 'price': None, 'foreign_id': 8484, 'roll_size': '30', 'act_yard_cut_wt': '8.75', 'knit_style_base': 3388, 'active': 1, 'id': 6319, 'created_date': '2025-08-13', 'version': 'SPTL'}",Required,1,1,,30,Open,465.0,,K2508051,9,,,,
33925,9,,lbs,32.2,2025-08-22,16.8,6553,1,,0,32.2,2025-08-18,2025-08-14 12:18:34.84191,16.8,,,"{'base_style': 'CF5491', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3388, 'foreign_id': 5302}",9,,2025-08-14 12:18:34.84191,,2025-08-27 21:01:20.02722,0,0.00,1.09714,34,"{'created_time': '15:03:13.264986', 'target_yard_cut_wt': '9', 'price': None, 'modified': '2025-08-29 08:29:33.564719', 'foreign_id': 8483, 'roll_size': '30', 'act_yard_cut_wt': '8.70', 'knit_style_base': 3388, 'active': 1, 'id': 6318, 'version': 'SPT', 'created_date': '2025-08-13'}",Required,1,1,,30,Open,465.0,,K2508050,9,,,,
33924,9,,lbs,32,2025-08-22,,6552,1,,0,32,2025-08-18,2025-08-14 12:17:25.408586,,Shawmut/Mercedes - Stephen to pickup,,"{'base_style': 'CF5491', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5302, 'id': 3388, 'active': 1}",9,,2025-08-14 12:17:25.408586,,2025-08-25 17:06:09.831186,0,0.00,1.09714,34,"{'roll_size': '30', 'foreign_id': 8482, 'price': None, 'modified': '2025-08-28 10:12:46.391487', 'created_time': '15:02:19.754808', 'target_yard_cut_wt': '9', 'version': 'SP', 'created_date': '2025-08-13', 'active': 1, 'id': 6317, 'knit_style_base': 3388, 'act_yard_cut_wt': '8.20'}",Required,1,1,,30,Open,465.0,,K2508049,9,,,,
33907,80,,lbs,,2025-08-22,,6551,1,,25,0,2025-08-15,2025-08-14 09:57:16.869622,,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4787A', 'active': 1, 'id': 3514, 'foreign_id': 5468}",80,,2025-08-14 09:57:16.869622,,2025-08-14 10:00:01.06989,0,1.70,1.75,15,"{'created_time': '16:30:03.704432', 'target_yard_cut_wt': '9.00', 'price': '1.70', 'modified': '2025-09-08 11:36:01.54659', 'foreign_id': 8471, 'roll_size': '25', 'act_yard_cut_wt': None, 'knit_style_base': 3514, 'id': 6307, 'active': 1, 'version': '1', 'created_date': '2025-08-12'}",Required,16,1,,25,Open,,,K2508048,80,,,,45355
33906,80,,lbs,,2025-08-22,,6550,1,,40,0,2025-08-15,2025-08-14 09:52:18.289103,,,,"{'foreign_id': 5472, 'id': 3519, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CV4791A'}",80,,2025-08-14 09:52:18.289103,,2025-08-14 09:54:44.729867,0,1.55,1.75,15,"{'act_yard_cut_wt': None, 'knit_style_base': 3519, 'active': 1, 'id': 6312, 'created_date': '2025-08-12', 'version': '1', 'target_yard_cut_wt': '12.00', 'created_time': '16:43:19.589802', 'modified': '2025-09-08 11:36:47.141349', 'price': '1.55', 'foreign_id': 8475, 'roll_size': '40'}",Required,16,1,,40,Open,,,K2508047,80,,,,45354
33905,80,,lbs,,2025-08-22,,6549,1,,40,0,2025-08-15,2025-08-14 09:47:30.05269,,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4790A', 'active': 1, 'id': 3517, 'foreign_id': 5471}",80,,2025-08-14 09:47:30.05269,,2025-08-14 09:50:13.973714,0,1.55,1.75,15,"{'created_date': '2025-08-12', 'version': '1', 'active': 1, 'id': 6310, 'knit_style_base': 3517, 'act_yard_cut_wt': None, 'roll_size': '40', 'foreign_id': 8474, 'modified': '2025-09-08 11:36:59.868511', 'price': '1.55', 'target_yard_cut_wt': '12.00', 'created_time': '16:39:44.618718'}",Required,16,1,,40,Open,,,K2508046,80,,,,45353
33904,80,,lbs,,2025-08-22,,6548,1,,50,0,2025-08-15,2025-08-14 09:37:19.570217,,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4792A', 'active': 1, 'id': 3520, 'foreign_id': 5473}",80,,2025-08-14 09:37:19.570217,,2025-09-08 11:40:11.234932,0,1.25,1.4,15,"{'created_time': '16:44:12.674202', 'target_yard_cut_wt': '22.00', 'price': '1.25', 'modified': '2025-09-08 11:36:39.593102', 'foreign_id': 8476, 'roll_size': '50', 'act_yard_cut_wt': None, 'knit_style_base': 3520, 'active': 1, 'id': 6313, 'version': '1', 'created_date': '2025-08-12'}",Required,16,1,,50,Open,,,K2508045,80,,,,45352
33902,80,,lbs,,2025-08-22,,6547,1,,50,0,2025-08-15,2025-08-14 09:21:28.693155,,,,"{'foreign_id': 5470, 'active': 1, 'id': 3516, 'base_style': 'CV4789A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",80,,2025-08-14 09:21:28.693155,,2025-09-08 11:40:09.22679,0,1.25,1.4,15,"{'target_yard_cut_wt': '22.00', 'created_time': '16:38:00.883035', 'modified': '2025-09-08 11:37:06.849319', 'price': '1.25', 'foreign_id': 8473, 'roll_size': '50', 'act_yard_cut_wt': None, 'knit_style_base': 3516, 'active': 1, 'id': 6309, 'created_date': '2025-08-12', 'version': '1'}",Required,16,1,,50,Open,,,K2508044,80,,,,45351
33901,80,,lbs,,2025-08-22,,6546,1,,50,0,2025-08-15,2025-08-14 09:13:53.053771,,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4788A', 'id': 3515, 'active': 1, 'foreign_id': 5469}",80,,2025-08-14 09:13:53.053771,,2025-09-08 11:40:12.533374,0,1.40,1.4,15,"{'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6308, 'knit_style_base': 3515, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8472, 'price': '1.40', 'modified': '2025-09-12 08:52:29.193898', 'created_time': '16:35:42.974046', 'target_yard_cut_wt': '18.00'}",Required,16,1,,50,Open,,,K2508043,80,,,,45350
33900,80,,lbs,46.9,2025-08-22,,6545,1,,3.1,46.9,2025-08-15,2025-08-14 09:01:24.153773,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CV4802A', 'foreign_id': 5474, 'active': 1, 'id': 3518}",80,,2025-08-14 09:01:24.153773,,2025-09-09 14:26:10.895515,0,1.40,2.22212,15,"{'active': 1, 'id': 6311, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': '16.75', 'knit_style_base': 3518, 'foreign_id': 8477, 'roll_size': '50', 'target_yard_cut_wt': '18.00', 'created_time': '16:45:00.038588', 'modified': '2025-09-11 14:59:24.249249', 'price': '1.40'}",Required,16,1,,50,Open,,,K2508042,80,,,,45349
33895,72,2025-09-12,lbs,,2025-09-12,,6544,1,,1750,0,2025-08-18,2025-08-13 16:04:25.290525,,,,"{'base_style': 'C1B4338A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 4744, 'active': 1, 'id': 2942}",72,,2025-08-13 16:04:25.290525,,2025-08-13 16:05:19.439914,0,0.85,4.21652,,"{'act_yard_cut_wt': '25.35', 'knit_style_base': 2942, 'id': 6324, 'active': 1, 'version': '1KD', 'created_date': '2025-08-13', 'created_time': '15:33:58.324268', 'target_yard_cut_wt': '26.40', 'price': '0.85', 'modified': '2025-08-13 15:33:58.324268', 'foreign_id': 8490, 'roll_size': '250'}",Required,19,1,,1750,Open,,,K2508041,72,9007.0,,,
33893,52,2025-09-05,lbs,176,2025-09-05,17,6542,1,,2824,176,2025-08-18,2025-08-13 16:03:07.837948,17,,,"{'foreign_id': 4855, 'active': 1, 'id': 3026, 'base_style': 'C1B3912-42', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,,2025-08-13 16:03:07.837948,,2025-09-12 21:21:12.512551,0,0.85,2.81368,,"{'created_time': '15:26:11.342209', 'target_yard_cut_wt': '30.15', 'price': '0.85', 'modified': '2025-09-05 16:34:42.024082', 'foreign_id': 8489, 'roll_size': '250', 'act_yard_cut_wt': '32.90', 'knit_style_base': 3026, 'id': 6323, 'active': 1, 'version': '1D', 'created_date': '2025-08-13'}",Required,19,1,,3000,Open,,,K2508039,72,9005.0,,,
33892,72,2025-09-05,lbs,,2025-09-05,4039.6,6541,1,,184,3816,2025-08-18,2025-08-13 16:01:00.842968,223.6,,,"{'base_style': 'C1B3402-42', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3180, 'active': 1, 'foreign_id': 5047}",72,,2025-08-13 16:01:00.842968,,2025-09-11 14:16:12.789051,0,0.85,3.208002,203,"{'roll_size': '250', 'foreign_id': 7744, 'price': '0.85', 'modified': '2025-08-28 10:16:22.464409', 'created_time': '10:46:06.737768', 'target_yard_cut_wt': '30.50', 'version': '1D', 'created_date': '2024-10-07', 'id': 5692, 'active': 1, 'knit_style_base': 3180, 'act_yard_cut_wt': '32.00'}",Required,19,1,,4000,Open,,,K2508038,72,9004.0,,,45370
33887,9,,lbs,224.3,2025-09-05,,6539,1,,935.7,224.3,2025-08-18,2025-08-13 13:41:02.370742,,,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5475', 'id': 3339, 'active': 1, 'foreign_id': 5243}",9,,2025-08-13 13:41:02.370742,,2025-09-12 21:56:09.6217,0,0.90,1.85,60,"{'id': 6349, 'active': 1, 'created_date': '2025-08-27', 'version': 'R', 'act_yard_cut_wt': '9.15', 'knit_style_base': 3339, 'foreign_id': 8519, 'roll_size': '58', 'target_yard_cut_wt': '8.00', 'created_time': '16:55:33.628018', 'modified': '2025-09-12 08:12:35.589412', 'price': '0.90'}",Required,1,1,4.0,1160,Open,,,K2508036,9,9002.0,,DA-00115,
33886,9,,lbs,589.0,2025-09-05,680.7,6538,1,,573,1167.0,2025-08-18,2025-08-13 13:35:28.28189,447.7,,,"{'base_style': 'CF5474', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5242, 'id': 3338, 'active': 1}",9,,2025-08-13 13:35:28.28189,,2025-09-04 13:21:17.342929,0,0.90,1.85,60,"{'active': 1, 'id': 6348, 'version': 'R', 'created_date': '2025-08-27', 'act_yard_cut_wt': '9.75', 'knit_style_base': 3338, 'foreign_id': 8518, 'roll_size': '58', 'created_time': '16:25:34.276761', 'target_yard_cut_wt': '8.70', 'price': '0.90', 'modified': '2025-08-27 16:25:34.276761'}",Required,1,1,4.0,1740,Open,,,K2508035,9,9001.0,,DA00115,
33870,80,,lbs,20,2025-08-15,,6537,1,,30,20,2025-08-14,2025-08-13 08:20:41.425765,,,,"{'base_style': 'CF5513', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5414, 'active': 1, 'id': 3470}",80,,2025-08-13 08:20:41.425765,,2025-08-19 17:06:10.174415,0,2.00,4.86572,66,"{'active': 1, 'id': 6227, 'version': '0', 'created_date': '2025-07-10', 'act_yard_cut_wt': '7.70', 'knit_style_base': 3470, 'foreign_id': 8378, 'roll_size': '50', 'created_time': '17:01:13.592844', 'target_yard_cut_wt': '7.80', 'price': '2.00', 'modified': '2025-07-29 13:49:38.058329'}",Required,16,1,,50,Open,,,K2508034,80,,,,45341
33852,72,2025-08-15,lbs,,2025-08-15,130.7,6536,1,,0,108.4,2025-08-12,2025-08-12 13:56:12.714529,22.3,,,"{'active': 1, 'id': 3322, 'foreign_id': 5223, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4639A'}",72,,2025-08-12 13:56:12.714529,,2025-08-16 09:01:13.127288,0,0.01,1.61969,46,"{'knit_style_base': 3322, 'act_yard_cut_wt': '31.85', 'created_date': '2025-02-03', 'version': '1', 'id': 5924, 'active': 1, 'modified': '2025-08-25 12:44:39.798996', 'price': '0.00', 'target_yard_cut_wt': '31.8', 'created_time': '09:50:30.636994', 'roll_size': '50', 'foreign_id': 8006}",Complete,19,1,,100,Open,,,K2508033,72,8996.0,,,45339
33842,10,,lbs,,2025-08-22,575.8,6535,1,,0.399999999999977,549.6,2025-08-14,2025-08-12 11:43:53.474633,26.2,,,"{'base_style': 'CF5105', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1804, 'foreign_id': 3266}",10,,2025-08-12 11:43:53.474633,,2025-08-25 12:01:12.528954,0,0.45,2.13,,"{'roll_size': '50', 'foreign_id': 8460, 'price': '0.45', 'modified': '2025-08-25 12:46:24.687168', 'created_time': '15:52:38.935045', 'target_yard_cut_wt': '8.9', 'version': 'OE', 'created_date': '2025-08-07', 'id': 6301, 'active': 1, 'knit_style_base': 1804, 'act_yard_cut_wt': '8.45'}",,2,1,4.0,550,Open,,,K2508032,10,,,Yarn Trial,
33819,72,2025-09-05,lbs,,2025-09-05,1751.4,6534,1,,322,1678.0,2025-08-11,2025-08-11 14:09:28.708908,73.4,,,"{'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4806, 'id': 2991, 'active': 1}",72,,2025-08-11 14:09:28.708908,,2025-08-28 14:46:09.866654,0,0.85,2.4493,189,"{'act_yard_cut_wt': '18.40', 'knit_style_base': 2991, 'active': 1, 'id': 6285, 'version': '1CO', 'created_date': '2025-08-01', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'foreign_id': 8444, 'roll_size': '250'}",Complete,19,1,,2000,Open,,,K2508031,72,8984.0,,,45337
33816,72,2025-09-12,lbs,,2025-09-12,2596,6533,1,,0,2596,2025-08-11,2025-08-11 13:33:51.146371,,,,"{'base_style': 'CEE2838', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2130, 'active': 1, 'foreign_id': 3694}",72,,2025-08-11 13:33:51.146371,,2025-08-27 14:53:21.475113,0,1.25,1.44976,212,"{'created_date': '2025-07-18', 'version': '1IN', 'id': 6240, 'active': 1, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'roll_size': '250', 'foreign_id': 8394, 'modified': '2025-09-11 08:36:50.729391', 'price': '1.25', 'target_yard_cut_wt': '42.00', 'created_time': '14:53:04.760625'}",Complete,19,1,,2500,Open,,6530.0,K2508030,72,8981.0,,,45334
