job,uom,qty_G00,requested_date,quoted_date,knitter,qty_shipped,id,updated_by,seconds,instructions,sched_done_dt,balance,knit_start,sched_enter_dt,qty_received,created_date,note,internal_notes,knit_style_base,close_dt,created_by,machine,unit_cost_yarn,knit_version,knit_price,modified,costing_exception_overridden,customer_service_rep,active,ship_to_processor,schedule_status,sched_enter_by,split_from,serial_number,status,ship_to,qty_ordered,sched_done_by,purchase_order,related_dye_order_plan,bki
34067,lbs,1077.9,2025-09-26,,1,2382.0,6574,9,,,,140.1,2025-09-15,2025-08-21 13:38:37.441771,3459.9,2025-08-21 13:38:37.441771,,,"{'base_style': 'CF5459', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3289, 'active': 1, 'foreign_id': 5157}",,9,58,0,"{'active': 1, 'id': 5875, 'created_date': '2024-12-03', 'version': '0', 'act_yard_cut_wt': '10.15', 'knit_style_base': 3289, 'foreign_id': 7893, 'roll_size': '50', 'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629', 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50'}",0.50,2025-09-10 15:31:19.177802,0,1,1,4.0,Required,9,,K2508071,Open,,3600,,ML81924-H,,
34058,lbs,588.1,2025-09-26,,1,1232.3,6572,9,47.7,,,1814.7,2025-09-01,2025-08-21 11:26:43.916463,1785.3,2025-08-21 11:26:43.916463,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '1945', 'foreign_id': 3232, 'active': 1, 'id': 1774}",,9,94,1.85,"{'target_yard_cut_wt': '10.00', 'created_time': '12:59:39.688667', 'modified': '2025-08-27 11:18:53.884527', 'price': '0.55', 'foreign_id': 8508, 'roll_size': '50', 'act_yard_cut_wt': '8.24', 'knit_style_base': 1774, 'id': 6339, 'active': 1, 'created_date': '2025-08-25', 'version': 'R'}",0.55,2025-09-11 13:26:19.258682,0,1,1,4.0,Required,9,,K2508069,Open,,3600,,250277,9036.0,
34047,lbs,,2025-11-20,,1,2326,6570,52,,,,1674,,2025-08-20 15:26:11.734646,2326,2025-08-20 15:26:11.734646,,,"{'foreign_id': 5148, 'id': 3255, 'active': 1, 'base_style': 'C1B4584A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,52,,1.42521,"{'created_date': '2025-08-20', 'version': '1E', 'id': 6334, 'active': 1, 'knit_style_base': 3255, 'act_yard_cut_wt': '27.20', 'roll_size': '250', 'foreign_id': 8503, 'modified': '2025-08-21 10:35:34.039565', 'price': '0.85', 'target_yard_cut_wt': '28.60', 'created_time': '10:52:04.041396'}",0.85,2025-09-05 17:06:20.573068,0,19,1,,,52,,K2508067,Open,,4000,,,9033.0,
34041,lbs,1393.8,2025-09-12,,1,,6569,10,60.1,STHS / 14 PC Lots,,55.7,,2025-08-20 11:56:43.153435,1393.8,2025-08-20 11:56:43.153435,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'STHS - STRAEHLE + HESS USA', 'base_style': '125792', 'foreign_id': 4171, 'active': 1, 'id': 2519}",,10,,2.47644,"{'foreign_id': 8020, 'roll_size': '50', 'target_yard_cut_wt': '16.50', 'created_time': '09:01:07.648032', 'modified': '2025-04-21 15:45:48.072651', 'price': '1.00', 'active': 1, 'id': 5935, 'created_date': '2025-02-07', 'version': '1', 'act_yard_cut_wt': '15.60', 'knit_style_base': 2519}",1.00,2025-09-13 00:15:38.607271,0,2,1,4.0,,10,,K2508066,Open,,1400,,4500226868,9032.0,
34034,lbs,,2025-09-19,2025-09-19,1,991.7,6568,72,20.7,,,29,,2025-08-20 09:37:18.094033,971,2025-08-20 09:37:18.094033,,,"{'id': 1128, 'active': 1, 'foreign_id': 2317, 'base_style': 'CT2876', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2.17504,"{'price': '0.85', 'modified': '2025-09-05 10:30:40.17586', 'created_time': '10:21:25.927849', 'target_yard_cut_wt': '22.60', 'roll_size': '250', 'foreign_id': 8500, 'knit_style_base': 1128, 'act_yard_cut_wt': '24.55', 'version': '2', 'created_date': '2025-08-19', 'id': 6331, 'active': 1}",0.85,2025-09-09 14:36:12.83655,0,19,1,,Required,72,,K2508065,Open,,1000,,,9031.0,
34033,lbs,,2025-09-19,2025-09-19,1,858,6567,72,,,,142,2025-08-25,2025-08-20 09:35:00.368594,858,2025-08-20 09:35:00.368594,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4546A', 'active': 1, 'id': 3212, 'foreign_id': 5088}",,72,193,1.20585,"{'version': '2D', 'created_date': '2025-08-19', 'active': 1, 'id': 6330, 'knit_style_base': 3212, 'act_yard_cut_wt': '27.5', 'roll_size': '250', 'foreign_id': 8499, 'price': '0.85', 'modified': '2025-09-04 13:10:37.94365', 'created_time': '10:05:22.513153', 'target_yard_cut_wt': '27.0'}",0.85,2025-09-02 14:16:18.683193,0,19,1,,Complete,72,,K2508064,Open,,1000,,,9030.0,
34013,lbs,1467.0,2025-11-28,,1,2466.0,6565,9,78.5,,,5734.8,2025-08-22,2025-08-19 12:09:13.178184,3865.2,2025-08-19 12:09:13.178184,,,"{'base_style': '1853', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'foreign_id': 2929, 'active': 1, 'id': 1560}",,9,132,1.95,"{'knit_style_base': 1560, 'act_yard_cut_wt': '6.80', 'created_date': '2025-03-26', 'version': 'LU', 'active': 1, 'id': 6029, 'modified': '2025-04-21 15:49:40.16872', 'price': '1.20', 'target_yard_cut_wt': '7.40', 'created_time': '10:24:04.357055', 'roll_size': '50', 'foreign_id': 8133}",1.20,2025-09-11 13:51:23.304293,0,1,1,4.0,Required,9,,K2508062,Open,,9600,,,,
34003,lbs,508,2025-09-05,2025-09-05,1,10.8,6564,72,10.8,,,492,2025-08-20,2025-08-18 16:34:20.309424,508,2025-08-18 16:34:20.309424,,,"{'foreign_id': 1168, 'active': 1, 'id': 339, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CT2535'}",,72,158,1.75038,"{'id': 6329, 'active': 1, 'version': '1L', 'created_date': '2025-08-18', 'act_yard_cut_wt': '26.25', 'knit_style_base': 339, 'foreign_id': 8498, 'roll_size': '250', 'created_time': '16:31:46.046057', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-11 08:32:17.778233'}",0.85,2025-09-12 14:01:14.564131,0,19,1,,Complete,72,,K2508061,Open,,1000,,,,
33981,lbs,98.1,2025-08-29,,1,,6563,9,16.4,,,481.9,2025-08-19,2025-08-18 12:08:29.916614,98.1,2025-08-18 12:08:29.916614,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'BLAU - Blauer', 'created_time': None, 'base_style': 'CF5304', 'foreign_id': 5476, 'id': 3522, 'active': 1}",,9,99,1.75,"{'act_yard_cut_wt': '6.75', 'knit_style_base': 3522, 'active': 1, 'id': 6327, 'created_date': '2025-08-18', 'version': '0', 'target_yard_cut_wt': '7.00', 'created_time': '10:49:15.214469', 'modified': '2025-09-11 08:41:38.168591', 'price': '1.15', 'foreign_id': 8495, 'roll_size': '58'}",1.15,2025-09-12 10:26:09.586972,0,1,1,4.0,Required,9,,K2508060,Open,,580,,PG251079,,
33980,lbs,,2025-08-29,,1,345.9,6562,9,,,,4.10000000000002,2025-08-19,2025-08-18 12:05:24.972766,345.9,2025-08-18 12:05:24.972766,,,"{'foreign_id': 5477, 'id': 3523, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'BLAU - Blauer', 'base_style': 'CF5305'}",,9,23,2.286899,"{'knit_style_base': 3523, 'act_yard_cut_wt': '11.85', 'created_date': '2025-08-18', 'version': '0', 'id': 6328, 'active': 1, 'modified': '2025-08-28 09:57:58.247386', 'price': '2.10', 'target_yard_cut_wt': '12.00', 'created_time': '11:23:18.97101', 'roll_size': '50', 'foreign_id': 8496}",2.10,2025-08-27 17:51:11.392011,0,1,1,4.0,Required,9,,K2508059,Open,,350,,PG251079,,
33960,lbs,,2025-09-19,2025-09-19,1,,6561,72,,,,6250,2025-08-25,2025-08-15 13:45:21.609583,0,2025-08-15 13:45:21.609583,,,"{'active': 1, 'id': 3266, 'foreign_id': 5163, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4585A'}",,72,,2.64182,"{'price': '1.25', 'modified': '2025-05-20 09:06:49.727012', 'created_time': '11:26:25.828383', 'target_yard_cut_wt': '34', 'roll_size': '250', 'foreign_id': 8242, 'knit_style_base': 3266, 'act_yard_cut_wt': '39.35', 'version': '1B', 'created_date': '2025-05-15', 'id': 6112, 'active': 1}",1.25,2025-08-20 10:39:46.251462,0,19,1,,Required,72,,K2508058,Open,,6250,,,9013.0,
33958,lbs,478.7,2025-09-12,2025-09-12,1,1320.6,6560,5,60.2,,,4235.3,2025-08-25,2025-08-15 13:34:26.688624,1764.7,2025-08-15 13:34:26.688624,,,"{'active': 1, 'id': 2882, 'foreign_id': 4662, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B3987C'}",,72,194,2.81012,"{'active': 1, 'id': 6326, 'created_date': '2025-08-15', 'version': '1DU', 'act_yard_cut_wt': '32.65', 'knit_style_base': 2882, 'foreign_id': 8494, 'roll_size': '250', 'target_yard_cut_wt': '32.50', 'created_time': '13:22:44.407902', 'modified': '2025-09-09 08:28:01.731552', 'price': '0.85'}",0.85,2025-09-12 23:26:10.866553,0,19,1,,Required,72,,K2508057,Open,,6000,,,9012.0,45443
33935,lbs,,2025-09-19,2025-09-19,1,,6559,52,,,,5250,2025-08-25,2025-08-14 13:57:22.686507,0,2025-08-14 13:57:22.686507,,,"{'id': 1757, 'active': 1, 'foreign_id': 3209, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3466'}",,72,205,2.70541,"{'foreign_id': 8070, 'roll_size': '250', 'created_time': '12:32:00.339226', 'target_yard_cut_wt': '37.50', 'price': '0.85', 'modified': '2025-06-11 16:00:34.246364', 'id': 5974, 'active': 1, 'version': '1L', 'created_date': '2025-03-05', 'act_yard_cut_wt': '37.1', 'knit_style_base': 1757}",0.85,2025-08-19 13:38:46.421549,0,19,1,,Required,72,,K2508056,Open,,5250,,,9009.0,
33934,lbs,0,2025-09-12,2025-09-12,1,1954.1,6558,52,173.5,,,2719.4,2025-08-25,2025-08-14 13:56:16.637907,1780.6,2025-08-14 13:56:16.637907,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B3472', 'id': 1759, 'active': 1, 'foreign_id': 3211}",,72,195,2.92826,"{'foreign_id': 8068, 'roll_size': '250', 'created_time': '11:37:22.385308', 'target_yard_cut_wt': '35.25', 'price': '0.85', 'modified': '2025-08-28 10:10:47.663076', 'id': 5972, 'active': 1, 'version': '1L', 'created_date': '2025-03-05', 'act_yard_cut_wt': '36.80', 'knit_style_base': 1759}",0.85,2025-08-28 13:06:10.946485,0,19,1,,Required,72,,K2508055,Open,,4500,,,9008.0,45376
33929,lbs,31.4,2025-08-22,,1,,6557,9,,,,0,2025-08-18,2025-08-14 12:23:14.269695,31.4,2025-08-14 12:23:14.269695,,,"{'active': 1, 'id': 3387, 'foreign_id': 5301, 'base_style': 'CF5493', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,58,1.09,"{'modified': '2025-08-29 08:33:57.467676', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:14:33.975649', 'roll_size': '30', 'foreign_id': 8487, 'knit_style_base': 3387, 'act_yard_cut_wt': '9.00', 'created_date': '2025-08-13', 'version': 'SPLL', 'id': 6322, 'active': 1}",0.00,2025-08-28 16:26:09.629995,0,1,1,,Required,9,,K2508054,Open,465.0,30,,,,
33928,lbs,31.8,2025-08-22,,1,,6556,9,,,,0,2025-08-18,2025-08-14 12:22:08.197081,31.8,2025-08-14 12:22:08.197081,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5493', 'foreign_id': 5301, 'active': 1, 'id': 3387}",,9,58,1.09,"{'target_yard_cut_wt': '8.9', 'created_time': '15:13:40.001228', 'modified': '2025-08-28 10:32:50.766997', 'price': None, 'foreign_id': 8486, 'roll_size': '30', 'act_yard_cut_wt': '9.30', 'knit_style_base': 3387, 'id': 6321, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPL'}",0.00,2025-08-28 12:01:27.984109,0,1,1,,Required,9,,K2508053,Open,465.0,30,,,,
33927,lbs,31.3,2025-08-22,,1,45.9,6555,9,45.9,Shawmut/Mercedes - Stephen to pickup,,0,2025-08-18,2025-08-14 12:21:10.032914,31.3,2025-08-14 12:21:10.032914,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5493', 'foreign_id': 5301, 'active': 1, 'id': 3387}",,9,58,1.09,"{'modified': '2025-08-25 12:50:16.585318', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:08:34.378636', 'roll_size': '30', 'foreign_id': 8485, 'knit_style_base': 3387, 'act_yard_cut_wt': '8.95', 'created_date': '2025-08-13', 'version': 'SP', 'active': 1, 'id': 6320}",0.00,2025-08-25 23:41:10.013145,0,1,1,,Required,9,,K2508052,Open,465.0,30,,,,
33926,lbs,31.2,2025-08-22,,1,,6554,9,,,,0,2025-08-18,2025-08-14 12:19:46.501561,31.2,2025-08-14 12:19:46.501561,,,"{'foreign_id': 5302, 'active': 1, 'id': 3388, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491'}",,9,34,1.09714,"{'modified': '2025-08-29 08:31:10.186506', 'price': None, 'target_yard_cut_wt': '9', 'created_time': '15:04:27.256796', 'roll_size': '30', 'foreign_id': 8484, 'knit_style_base': 3388, 'act_yard_cut_wt': '8.75', 'created_date': '2025-08-13', 'version': 'SPTL', 'id': 6319, 'active': 1}",0.00,2025-08-28 16:11:09.775673,0,1,1,,Required,9,,K2508051,Open,465.0,30,,,,
33925,lbs,32.2,2025-08-22,,1,16.8,6553,9,16.8,,,0,2025-08-18,2025-08-14 12:18:34.84191,32.2,2025-08-14 12:18:34.84191,,,"{'active': 1, 'id': 3388, 'foreign_id': 5302, 'base_style': 'CF5491', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,34,1.09714,"{'roll_size': '30', 'foreign_id': 8483, 'modified': '2025-08-29 08:29:33.564719', 'price': None, 'target_yard_cut_wt': '9', 'created_time': '15:03:13.264986', 'created_date': '2025-08-13', 'version': 'SPT', 'id': 6318, 'active': 1, 'knit_style_base': 3388, 'act_yard_cut_wt': '8.70'}",0.00,2025-08-27 21:01:20.02722,0,1,1,,Required,9,,K2508050,Open,465.0,30,,,,
33924,lbs,32,2025-08-22,,1,,6552,9,,Shawmut/Mercedes - Stephen to pickup,,0,2025-08-18,2025-08-14 12:17:25.408586,32,2025-08-14 12:17:25.408586,,,"{'active': 1, 'id': 3388, 'foreign_id': 5302, 'base_style': 'CF5491', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,34,1.09714,"{'created_time': '15:02:19.754808', 'target_yard_cut_wt': '9', 'price': None, 'modified': '2025-08-28 10:12:46.391487', 'foreign_id': 8482, 'roll_size': '30', 'act_yard_cut_wt': '8.20', 'knit_style_base': 3388, 'id': 6317, 'active': 1, 'version': 'SP', 'created_date': '2025-08-13'}",0.00,2025-08-25 17:06:09.831186,0,1,1,,Required,9,,K2508049,Open,465.0,30,,,,
33907,lbs,,2025-08-22,,1,,6551,80,,,,25,2025-08-15,2025-08-14 09:57:16.869622,0,2025-08-14 09:57:16.869622,,,"{'base_style': 'CV4787A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5468, 'id': 3514, 'active': 1}",,80,15,1.75,"{'price': '1.70', 'modified': '2025-09-08 11:36:01.54659', 'created_time': '16:30:03.704432', 'target_yard_cut_wt': '9.00', 'roll_size': '25', 'foreign_id': 8471, 'knit_style_base': 3514, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-12', 'id': 6307, 'active': 1}",1.70,2025-08-14 10:00:01.06989,0,16,1,,Required,80,,K2508048,Open,,25,,,,45355
33906,lbs,,2025-08-22,,1,,6550,80,,,,40,2025-08-15,2025-08-14 09:52:18.289103,0,2025-08-14 09:52:18.289103,,,"{'foreign_id': 5472, 'id': 3519, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CV4791A'}",,80,15,1.75,"{'target_yard_cut_wt': '12.00', 'created_time': '16:43:19.589802', 'modified': '2025-09-08 11:36:47.141349', 'price': '1.55', 'foreign_id': 8475, 'roll_size': '40', 'act_yard_cut_wt': None, 'knit_style_base': 3519, 'id': 6312, 'active': 1, 'created_date': '2025-08-12', 'version': '1'}",1.55,2025-08-14 09:54:44.729867,0,16,1,,Required,80,,K2508047,Open,,40,,,,45354
33905,lbs,,2025-08-22,,1,,6549,80,,,,40,2025-08-15,2025-08-14 09:47:30.05269,0,2025-08-14 09:47:30.05269,,,"{'id': 3517, 'active': 1, 'foreign_id': 5471, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4790A'}",,80,15,1.75,"{'knit_style_base': 3517, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6310, 'price': '1.55', 'modified': '2025-09-08 11:36:59.868511', 'created_time': '16:39:44.618718', 'target_yard_cut_wt': '12.00', 'roll_size': '40', 'foreign_id': 8474}",1.55,2025-08-14 09:50:13.973714,0,16,1,,Required,80,,K2508046,Open,,40,,,,45353
33904,lbs,,2025-08-22,,1,,6548,80,,,,50,2025-08-15,2025-08-14 09:37:19.570217,0,2025-08-14 09:37:19.570217,,,"{'base_style': 'CV4792A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3520, 'active': 1, 'foreign_id': 5473}",,80,15,1.4,"{'act_yard_cut_wt': None, 'knit_style_base': 3520, 'id': 6313, 'active': 1, 'version': '1', 'created_date': '2025-08-12', 'created_time': '16:44:12.674202', 'target_yard_cut_wt': '22.00', 'price': '1.25', 'modified': '2025-09-08 11:36:39.593102', 'foreign_id': 8476, 'roll_size': '50'}",1.25,2025-09-08 11:40:11.234932,0,16,1,,Required,80,,K2508045,Open,,50,,,,45352
33902,lbs,,2025-08-22,,1,,6547,80,,,,50,2025-08-15,2025-08-14 09:21:28.693155,0,2025-08-14 09:21:28.693155,,,"{'foreign_id': 5470, 'active': 1, 'id': 3516, 'base_style': 'CV4789A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,80,15,1.4,"{'knit_style_base': 3516, 'act_yard_cut_wt': None, 'created_date': '2025-08-12', 'version': '1', 'active': 1, 'id': 6309, 'modified': '2025-09-08 11:37:06.849319', 'price': '1.25', 'target_yard_cut_wt': '22.00', 'created_time': '16:38:00.883035', 'roll_size': '50', 'foreign_id': 8473}",1.25,2025-09-08 11:40:09.22679,0,16,1,,Required,80,,K2508044,Open,,50,,,,45351
33901,lbs,,2025-08-22,,1,,6546,80,,,,50,2025-08-15,2025-08-14 09:13:53.053771,0,2025-08-14 09:13:53.053771,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4788A', 'id': 3515, 'active': 1, 'foreign_id': 5469}",,80,15,1.4,"{'id': 6308, 'active': 1, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3515, 'foreign_id': 8472, 'roll_size': '50', 'target_yard_cut_wt': '18.00', 'created_time': '16:35:42.974046', 'modified': '2025-09-12 08:52:29.193898', 'price': '1.40'}",1.40,2025-09-08 11:40:12.533374,0,16,1,,Required,80,,K2508043,Open,,50,,,,45350
33900,lbs,46.9,2025-08-22,,1,,6545,80,,,,3.1,2025-08-15,2025-08-14 09:01:24.153773,46.9,2025-08-14 09:01:24.153773,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4802A', 'active': 1, 'id': 3518, 'foreign_id': 5474}",,80,15,2.22212,"{'version': '1', 'created_date': '2025-08-12', 'id': 6311, 'active': 1, 'knit_style_base': 3518, 'act_yard_cut_wt': '16.75', 'roll_size': '50', 'foreign_id': 8477, 'price': '1.40', 'modified': '2025-09-11 14:59:24.249249', 'created_time': '16:45:00.038588', 'target_yard_cut_wt': '18.00'}",1.40,2025-09-09 14:26:10.895515,0,16,1,,Required,80,,K2508042,Open,,50,,,,45349
33895,lbs,,2025-09-12,2025-09-12,1,,6544,72,,,,1750,2025-08-18,2025-08-13 16:04:25.290525,0,2025-08-13 16:04:25.290525,,,"{'foreign_id': 4744, 'active': 1, 'id': 2942, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4338A'}",,72,,4.21652,"{'created_date': '2025-08-13', 'version': '1KD', 'active': 1, 'id': 6324, 'knit_style_base': 2942, 'act_yard_cut_wt': '25.35', 'roll_size': '250', 'foreign_id': 8490, 'modified': '2025-08-13 15:33:58.324268', 'price': '0.85', 'target_yard_cut_wt': '26.40', 'created_time': '15:33:58.324268'}",0.85,2025-08-13 16:05:19.439914,0,19,1,,Required,72,,K2508041,Open,,1750,,,9007.0,
33893,lbs,409,2025-09-05,2025-09-05,1,17,6542,52,17,,,2591,2025-08-18,2025-08-13 16:03:07.837948,409,2025-08-13 16:03:07.837948,,,"{'base_style': 'C1B3912-42', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3026, 'active': 1, 'foreign_id': 4855}",,72,,2.81368,"{'created_date': '2025-08-13', 'version': '1D', 'id': 6323, 'active': 1, 'knit_style_base': 3026, 'act_yard_cut_wt': '32.90', 'roll_size': '250', 'foreign_id': 8489, 'modified': '2025-09-05 16:34:42.024082', 'price': '0.85', 'target_yard_cut_wt': '30.15', 'created_time': '15:26:11.342209'}",0.85,2025-09-13 09:36:11.557707,0,19,1,,Required,72,,K2508039,Open,,3000,,,9005.0,
33892,lbs,,2025-09-05,2025-09-05,1,4039.6,6541,72,223.6,,,184,2025-08-18,2025-08-13 16:01:00.842968,3816,2025-08-13 16:01:00.842968,,,"{'foreign_id': 5047, 'active': 1, 'id': 3180, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3402-42'}",,72,203,3.208002,"{'version': '1D', 'created_date': '2024-10-07', 'active': 1, 'id': 5692, 'knit_style_base': 3180, 'act_yard_cut_wt': '32.00', 'roll_size': '250', 'foreign_id': 7744, 'price': '0.85', 'modified': '2025-08-28 10:16:22.464409', 'created_time': '10:46:06.737768', 'target_yard_cut_wt': '30.50'}",0.85,2025-09-11 14:16:12.789051,0,19,1,,Required,72,,K2508038,Open,,4000,,,9004.0,45370
33887,lbs,224.3,2025-09-05,,1,,6539,9,,,,935.7,2025-08-18,2025-08-13 13:41:02.370742,224.3,2025-08-13 13:41:02.370742,,,"{'base_style': 'CF5475', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3339, 'foreign_id': 5243}",,9,60,1.85,"{'id': 6349, 'active': 1, 'version': 'R', 'created_date': '2025-08-27', 'act_yard_cut_wt': '9.15', 'knit_style_base': 3339, 'foreign_id': 8519, 'roll_size': '58', 'created_time': '16:55:33.628018', 'target_yard_cut_wt': '8.00', 'price': '0.90', 'modified': '2025-09-12 08:12:35.589412'}",0.90,2025-09-12 21:56:09.6217,0,1,1,4.0,Required,9,,K2508036,Open,,1160,,DA-00115,9002.0,
33886,lbs,589.0,2025-09-05,,1,680.7,6538,9,447.7,,,573,2025-08-18,2025-08-13 13:35:28.28189,1167.0,2025-08-13 13:35:28.28189,,,"{'foreign_id': 5242, 'id': 3338, 'active': 1, 'base_style': 'CF5474', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,9,60,1.85,"{'roll_size': '58', 'foreign_id': 8518, 'modified': '2025-08-27 16:25:34.276761', 'price': '0.90', 'target_yard_cut_wt': '8.70', 'created_time': '16:25:34.276761', 'created_date': '2025-08-27', 'version': 'R', 'active': 1, 'id': 6348, 'knit_style_base': 3338, 'act_yard_cut_wt': '9.75'}",0.90,2025-09-04 13:21:17.342929,0,1,1,4.0,Required,9,,K2508035,Open,,1740,,DA00115,9001.0,
33870,lbs,20,2025-08-15,,1,,6537,80,,,,30,2025-08-14,2025-08-13 08:20:41.425765,20,2025-08-13 08:20:41.425765,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5513', 'foreign_id': 5414, 'active': 1, 'id': 3470}",,80,66,4.86572,"{'act_yard_cut_wt': '7.70', 'knit_style_base': 3470, 'active': 1, 'id': 6227, 'version': '0', 'created_date': '2025-07-10', 'created_time': '17:01:13.592844', 'target_yard_cut_wt': '7.80', 'price': '2.00', 'modified': '2025-07-29 13:49:38.058329', 'foreign_id': 8378, 'roll_size': '50'}",2.00,2025-08-19 17:06:10.174415,0,16,1,,Required,80,,K2508034,Open,,50,,,,45341
