Desc#,QS Cust,Supplier,Description,Color,Beginning Balance,Received,Consumed,Adjustments,Theoretical Balance,Misc,On Order,Allocated,Planning Balance,Reconcile Date,Cost/Pound,Total Cost
18098,CFAB,BEKAERT,30/1 70/30 Polyester/Stainless Steel Natural RS,Natural,57.00,,0.00,,57.00,,0.00,0.00,57.00,2025-06-27,$32.22 ,"$1,836.54 "
18099,CFAB,BUHLER QUALITY YARNS CORP,60/1 Combed Cotton Natural ZTWIST,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18100,CFAB,DUNAWAY YARNS INC,20/1 100% Karded Cotton Natural ORGANI,Natural,151.00,,0.00,,151.00,,0.00,0.00,151.00,2025-06-27,$2.00 ,$302.00 
18101,CFAB,NORMTEX,1/167/48 100% Polyester FB TRILOB,FB,239.00,,0.00,,239.00,CT,0.00,0.00,239.00,2025-06-27,$0.79 ,$188.81 
18102,CFAB,"EDPA USA, LLC",2/300/72 100% Polyester Natural STR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18103,CFAB,"EDPA USA, LLC",4/300/72 100% Polyester Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18109,CFAB,KC TEX INC,20/1 100% Karded Cotton Natural ORGANI RS,Natural,200.00,,0.00,,200.00,CT,0.00,0.00,200.00,2025-06-27,$2.77 ,$554.00 
18110,CFAB,KC TEX INC,30/1 100% Combed Cotton Natural ORGANI RS,Natural,90.00,,0.00,,90.00,CT,0.00,0.00,90.00,2025-06-27,$3.71 ,$333.90 
18111,CFAB,OMARA TEXTILES,1/150/36 100% Polyester CARDBOARD 103,CARDBOARD,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18112,CFAB,UNIFI,1/70/34 100% Polyester Grey 7555,Grey,413.30,,0.00,,413.30,,0.00,0.00,413.30,2025-06-27,$2.70 ,"$1,115.91 "
18115,CFAB,UNIV,2/300/72 100% Polyester Natural SIMSTR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.86 ,$0.00 
18119,CFAB,GILL,20/1 100% Polyester Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18120,CFAB,GILL,30/1 100% Polyester Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18121,CFAB,HOLO,20/1 100% Polyester Natural CELLNT,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18123,CFAB,NASP,20/1 100% Polyester TIMBERTAN 971W RS,TIMBERTAN,"2,740.90",,0.00,,"2,740.90",,0.00,0.00,"2,740.90",2025-06-27,$3.20 ,"$8,770.88 "
18124,CFAB,KC TEX INC,24/1 100% Combed Cotton Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.21 ,$0.00 
18133,CFAB,OMARA TEXTILES,1/150/36 100% Polyester MOKKA J133,MOKKA,"1,592.00",,-701.20,,890.80,CT,0.00,0.00,890.80,2025-06-27,$3.98 ,"$3,545.39 "
18134,CFAB,PATRICK YARNS,24/1 Modacrylic/Tencel/Alkex Natural,Natural,967.00,,0.00,,967.00,,0.00,0.00,967.00,2025-06-27,$8.06 ,"$7,794.02 "
18135,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,2/300/68 Polyester SLATEBLUE,SLATEBLUE,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$3.66 ,$0.00 
18137,CFAB,UNIFI,1/150/34 100% Polyester LT BEIGE NTS,LT BEIGE,163.00,,0.00,,163.00,,0.00,0.00,163.00,2025-06-27,$2.83 ,$461.29 
18139,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Blue 142,Blue,694.00,,-8.10,,685.90,CT,0.00,0.00,685.90,2025-06-27,$2.80 ,"$1,920.51 "
18140,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester Mink,Mink,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.96 ,$0.00 
18141,CFAB,BURLINGTON MANUFACTURING SERVICE,3/300/72 100% Polyester Mink,Mink,79.00,,0.00,,79.00,,0.00,0.00,79.00,2025-06-27,$3.20 ,$252.80 
18142,CFAB,OMARA TEXTILES,1/150/36 100% Polyester NEW JAVA U614,NEW JAVA,399.00,,0.00,,399.00,CT,0.00,0.00,399.00,2025-06-27,$3.20 ,"$1,276.80 "
18143,CFAB,OMARA TEXTILES,1/150/36 100% Polyester PENNY U622,PENNY,697.00,,-7.99,,689.01,CT,0.00,0.00,689.01,2025-06-27,$3.49 ,"$2,404.64 "
18144,CFAB,OMARA TEXTILES,1/150/36 100% Polyester DELMAR U651,DELMAR,618.00,,0.00,,618.00,,0.00,0.00,618.00,2025-06-27,$3.45 ,"$2,132.10 "
18145,CFAB,KC TEX INC,1/150/48 100% Polyester KC PEWTER,KC PEWTER,387.00,,0.00,,387.00,CT,0.00,0.00,387.00,2025-06-27,$2.68 ,"$1,037.16 "
18146,CFAB,KC TEX INC,1/150/48 100% Polyester KC BLACK,KC BLACK,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.49 ,$0.00 
18147,CFAB,KC TEX INC,1/150/36 100% Polyester KC MINK,KC MINK,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18148,CFAB,KC TEX INC,1/150/36 100% Polyester KC DAYBRK,KC DAYBRK,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18150,CFAB,KC TEX INC,30/1 100% Bamboo Natural RS,Natural,"1,363.00",,0.00,,"1,363.00",,0.00,0.00,"1,363.00",2025-06-27,$2.26 ,"$3,080.38 "
18151,CFAB,SAPONA,1/50/68 100% Polyester Black,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18153,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 Polyester LAVENDER,LAVENDER,310.00,,0.00,,310.00,CT,0.00,0.00,310.00,2025-06-27,$2.90 ,$899.00 
18154,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester CHAMPAGNE,CHAMPAGNE,433.00,,0.00,,433.00,,0.00,0.00,433.00,2025-06-27,$2.90 ,"$1,255.70 "
18155,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SALSA,SALSA,335.00,,0.00,,335.00,,0.00,0.00,335.00,2025-06-27,$2.90 ,$971.50 
18156,CFAB,UNIFI,1/150/36 Polyester SUMRMELON,SUMRMELON,564.20,,0.00,,564.20,,0.00,0.00,564.20,2025-06-27,$2.83 ,"$1,596.69 "
18159,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Navy,Navy,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18160,CFAB,"EDPA USA, LLC",20/1 100% Polyester Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18161,CFAB,FRON,22/1 100% Karded Cotton Natural OE,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18162,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/70/36 100% Polyester LIMEGREEN,LIMEGREEN,283.00,,0.00,,283.00,,0.00,0.00,283.00,2025-06-27,$2.55 ,$721.65 
18163,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 Polyester CUSTARD,CUSTARD,218.00,,0.00,,218.00,,0.00,0.00,218.00,2025-06-27,$2.90 ,$632.20 
18164,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester GLACRGREY,GLACRGREY,"2,547.30",,-588.99,,"1,958.31",CT,0.00,-789.63,"1,168.68",2025-06-27,$3.36 ,"$6,579.93 "
18165,CFAB,TUSC,20/1 100 Karded Cotton Charcoal RS,Charcoal,3.00,,0.00,,3.00,,0.00,0.00,3.00,2025-06-27,$3.35 ,$10.05 
18166,CFAB,TUSC,26/1 100% Karded Cotton CNDRHEATH RS,CNDRHEATH,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18170,CFAB,MCMICHAELS MILL INC (SAPONA),1/110 100% Polyester BLKGRN,BLKGRN,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18171,CFAB,SGRT,22/1 100% Karded Cotton Natural OE,Natural,276.00,,0.00,,276.00,,0.00,0.00,276.00,2025-06-27,$0.93 ,$256.68 
18173,CFAB,UNIFI,1/50/68 100% Polyester Natural NTS,Natural,618.00,,0.00,,618.00,,0.00,0.00,618.00,2025-06-27,$1.74 ,"$1,075.32 "
18174,CFAB,KC TEX INC,36/1 100% Polyester Natural MJS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18175,CFAB,UNIFI,1/150/36 100% Polyester BLUEGLOW 0325P,BLUEGLOW,22.00,,0.00,,22.00,,0.00,0.00,22.00,2025-06-27,$2.83 ,$62.26 
18176,CFAB,PARKDALE YARN MILLS,1/1/HNK 100% Cotton Natural ROVING,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18177,CFAB,PARKDALE YARN MILLS,1/1/NM 100% Cotton Natural ROVING,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.32 ,$0.00 
18178,CFAB,TOYO,1/440 100% Polyethylene Natural S200TM,Natural,100.00,,0.00,,100.00,,0.00,0.00,100.00,2025-06-27,$14.00 ,"$1,400.00 "
18179,CFAB,LURE,1/69 100% Lurex SLVRMTLIC 2/20NY,SLVRMTLIC,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$8.95 ,$0.00 
18180,CFAB,CS AMERICA,1/75/72 100% Polyester NAT SUBST STR,NAT SUBST,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.82 ,$0.00 
18181,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester BLUEGLOW,BLUEGLOW,349.00,,0.00,,349.00,,0.00,0.00,349.00,2025-06-27,$2.83 ,$987.67 
18182,CFAB,FERR,30/1 52/48 Polyester/Cotton Indigo S OE,Indigo,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.81 ,$0.00 
18183,CFAB,AOLI,1/150/144 100% Polyester Natural INFMIC,Natural,469.00,,0.00,,469.00,,0.00,0.00,469.00,2025-06-27,$5.70 ,"$2,673.30 "
18184,CFAB,OMARA TEXTILES,1/150/36 100% Polyester Capri U640,Capri,"1,439.00",,-262.52,,"1,176.48",CT,"1,019.00",0.00,"2,195.48",2025-06-27,$3.69 ,"$4,341.22 "
18185,CFAB,OMARA TEXTILES,1/150/36 100% Polyester ST LUCIA U682,ST LUCIA,56.00,"2,126.00",0.00,,"2,182.00",,0.00,0.00,"2,182.00",2025-06-27,$3.36 ,"$7,331.52 "
18186,CFAB,UNIFI,1/150/36 100% Polyester Semi Dull FLAT,Semi Dull,198.00,,0.00,,198.00,,0.00,0.00,198.00,2025-06-27,$2.19 ,$433.62 
18187,CFAB,NASP,1/28/WC Acrylic Natural,Natural,202.00,,0.00,,202.00,,0.00,0.00,202.00,2025-06-27,$2.29 ,$462.58 
18188,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Semi Dull F TANG,Semi Dull,74.00,,0.00,,74.00,CT,0.00,0.00,74.00,2025-06-27,$1.20 ,$88.80 
18191,CFAB,UNIV,1/30/10 100% Nylon Semi Dull,Semi Dull,151.00,,0.00,,151.00,,0.00,0.00,151.00,2025-06-27,$3.07 ,$463.57 
18192,CFAB,UNIV,1/70/68 100% Nylon Semi Dull,Semi Dull,335.00,,0.00,,335.00,,0.00,0.00,335.00,2025-06-27,$2.35 ,$787.25 
18194,CFAB,UNIFI,1/150/68 Polyester SD OB NTS,SD OB,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.67 ,$0.00 
18195,CFAB,UNIFI,1/150/34 100% Polyester Red NONTS,Red,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18196,CFAB,PATRICK YARNS,26/1 50/50 PE/NY Natural,Natural,24.00,,0.00,,24.00,,0.00,0.00,24.00,2025-06-27,$13.13 ,$315.12 
18197,CFAB,UNIFI,1/70/36 100% Polyester FROSTGREY,FROSTGREY,107.00,,0.00,,107.00,,0.00,0.00,107.00,2025-06-27,$5.25 ,$561.75 
18198,CFAB,UNIFI,1/70/34 100% Nylon FROSTGREY,FROSTGREY,47.00,,0.00,,47.00,,0.00,0.00,47.00,2025-06-27,$6.85 ,$321.95 
18199,CFAB,UNIFI,1/70/36 100% Polyester HNTORANGE,HNTORANGE,178.20,,0.00,,178.20,,0.00,0.00,178.20,2025-06-27,$5.25 ,$935.55 
18200,CFAB,UNIFI,1/70/34 100% Nylon HNTORANGE,HNTORANGE,60.00,,0.00,,60.00,,0.00,0.00,60.00,2025-06-27,$6.85 ,$411.00 
18201,CFAB,UNIFI,3/100/34 Polyester Semi Dull STR TS,Semi Dull,251.60,,0.00,,251.60,,0.00,0.00,251.60,2025-06-27,$0.95 ,$239.02 
18202,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester DLITELIME,DLITELIME,121.00,,0.00,,121.00,,0.00,0.00,121.00,2025-06-27,$2.83 ,$342.43 
18203,CFAB,TUSC,18/1 Karded Cotton/Polyester BLKWHITE 7085,BLKWHITE,138.00,,0.00,,138.00,,0.00,0.00,138.00,2025-06-27,$2.95 ,$407.10 
18207,CFAB,TUSC,30/1 100% Karded Cotton CNDRHEATH 5004,CNDRHEATH,716.00,,0.00,,716.00,,0.00,0.00,716.00,2025-06-27,$3.45 ,"$2,470.20 "
18208,CFAB,UNIFI,2/70/130 100% Polyester Heather SET TS,Heather,621.00,"2,578.70",-547.06,,"2,652.64",CT,0.00,-792.44,"1,860.21",2025-06-27,$2.64 ,"$7,002.98 "
18209,CFAB,UNIFI,1/70/68 100%REPR Polyester Royal Blue 56T TS,Royal Blue,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18210,CFAB,BARNET,1/75/36 100% Polyester Black SET,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18211,CFAB,UNIFI,1/150/136 100% Polyester NAT STRIA CATIONIC/DISPERSE STRIATED 56T92T,NAT STRIA,515.00,,0.00,,515.00,,0.00,0.00,515.00,2025-06-27,$2.25 ,"$1,158.75 "
18212,CFAB,UNIFI,1/150/136 100% Polyester NAT STRIA SET TS,NAT STRIA,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18213,CFAB,UNIFI,2/70/68 100% Nylon Blue,Blue,231.80,,0.00,,231.80,,0.00,0.00,231.80,2025-06-27,$6.30 ,"$1,460.34 "
18215,CFAB,UNIFI,1/150/136 100%PARA Polyester Natural SETNTS,Natural,169.00,,0.00,,169.00,,0.00,0.00,169.00,2025-06-27,$2.98 ,$503.62 
18222,CFAB,PARKDALE YARN MILLS,36/1 Polyester/Cotton Natural,Natural,"2,929.00",,0.00,,"2,929.00",,0.00,0.00,"2,929.00",2025-06-27,$1.69 ,"$4,950.01 "
18223,CFAB,PARKDALE YARN MILLS,1/1/HNK 100% Polyester NAT.63TPI ROVING,NAT.63TPI,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18224,CFAB,EAST,1/120/220 100% Polyester Natural B689,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18225,CFAB,EAST,1/180/300 100% Polyester Natural B689,Natural,218.00,,0.00,,218.00,,0.00,0.00,218.00,2025-06-27,$0.00 ,$0.00 
18226,CFAB,HICKORY THROWING COMPANY,1/150/34 100% Polyester SCARLETT MLT 11,SCARLETT,143.00,,0.00,,143.00,,0.00,0.00,143.00,2025-06-27,$2.95 ,$421.85 
18228,CFAB,NORMTEX,1/75/36 100% Polyester BLK SOLDY SETNTS,BLK SOLDY,"4,070.90",,0.00,,"4,070.90",CT,0.00,0.00,"4,070.90",2025-06-27,$1.25 ,"$5,088.63 "
18229,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester LT GREY,LT GREY,354.00,,-23.48,,330.52,CT,0.00,-112.00,218.52,2025-06-27,$3.30 ,"$1,090.72 "
18230,CFAB,PATRICK YARNS,20/1 100% Celliant Natural POLY RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18231,CFAB,CS AMERICA,2/75/72 Polyester OB WHITE SET TS,OB WHITE,926.00,,0.00,,926.00,,0.00,0.00,926.00,2025-06-27,$1.85 ,"$1,713.10 "
18232,CFAB,PROMPTEX YARNS INC,4/330/72 100% Polyester Natural STRETC,Natural,219.00,,0.00,,219.00,CT,0.00,0.00,219.00,2025-06-27,$1.00 ,$219.00 
18233,CFAB,PROMPTEX YARNS INC,1/150/48 100% Polyester BRT TRILOB,BRT,"2,630.70","10,718.60","-7,248.42",,"6,100.88",CT,"3,000.00","-7,448.11","1,652.77",2025-06-27,$1.18 ,"$7,199.03 "
18234,CFAB,KC TEX INC,40/1 100% Combed Cotton Natural Z RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.15 ,$0.00 
18237,CFAB,UNIFI,1/200/72 100% Polyester BLUEGREEN COMNGL,BLUEGREEN,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18238,CFAB,UNIFI,1/200/72 100% Polyester BLUEGREEN PARAL,BLUEGREEN,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18239,CFAB,NASP,20/1 100% Rayon Natural BLEACH RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18240,CFAB,PATRICK YARNS,30/1 50/50 PE/NY Natural HPPE,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18243,CFAB,PARKDALE YARN MILLS,36/1 60/40 Karded Cotton/Polyester Natural OB,Natural,586.00,,0.00,,586.00,,0.00,0.00,586.00,2025-06-27,$1.46 ,$855.56 
18244,CFAB,NASP,1/150/36 100% Polyester Purple W501,Purple,229.00,,0.00,,229.00,,0.00,0.00,229.00,2025-06-27,$2.73 ,$625.17 
18245,CFAB,NASP,1/150/36 100% Polyester PURPLEBRY 950X,PURPLEBRY,182.00,,0.00,,182.00,,0.00,0.00,182.00,2025-06-27,$2.73 ,$496.86 
18246,CFAB,UNIFI,4/300/72 100% Polyester Semi Dull STR TS,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18250,CFAB,UNIFI,1/300/68 100% Polyester DAWN GRAY,DAWN GRAY,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18251,CFAB,UNIFI,1/300/68 100% Polyester DARK GRAY,DARK GRAY,192.00,,0.00,,192.00,,0.00,0.00,192.00,2025-06-27,$2.83 ,$543.36 
18252,CFAB,SIMA,1/150/36 Polyester Semi Dull S SET NTS,Semi Dull,621.00,,0.00,,621.00,,0.00,0.00,621.00,2025-06-27,$0.95 ,$589.95 
18254,CFAB,UNIFI,1/70/34 100% Polyester NAT (BRT) SET TS,NAT (BRT),365.00,,0.00,,365.00,,0.00,0.00,365.00,2025-06-27,$2.63 ,$959.95 
18255,CFAB,UNIFI,2/70/70 Polyester STRIATED 56B690,STRIATED,146.00,,0.00,,146.00,,0.00,0.00,146.00,2025-06-27,$3.50 ,$511.00 
18256,CFAB,HICKORY THROWING COMPANY,1/70/34 100% Polyester Sky Blue,Sky Blue,130.00,,0.00,,130.00,,0.00,0.00,130.00,2025-06-27,$4.50 ,$585.00 
18257,CFAB,PARKDALE YARN MILLS,HNK 60/40 Cotton/Polyester NAT ROVING,NAT,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18258,CFAB,PARKDALE YARN MILLS,1/1/HNK Polyester Natural SO1,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18260,CFAB,UNIFI,1/150/34 100% Polyester Purple 5137P,Purple,182.80,,0.00,,182.80,,0.00,0.00,182.80,2025-06-27,$2.91 ,$531.95 
18261,CFAB,SPUNLAB,30/1 70/20/10 Polyester/Cotton/Rayon Black 50% 8099 RS,Black 50%,"12,024.00",,0.00,,"12,024.00",CT,0.00,0.00,"12,024.00",2025-06-27,$2.20 ,"$26,452.80 "
18262,CFAB,UNIFI,1/200/72 100% Polyester GRNWHTCOM NON TS,GRNWHTCOM,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18263,CFAB,UNIFI,1/70/34 100% Polybutylene Terephalate Natural STR TS,Natural,448.00,,0.00,,448.00,,0.00,0.00,448.00,2025-06-27,$3.50 ,"$1,568.00 "
18265,CFAB,HICKORY THROWING COMPANY,1/150/36 100% Polyester NEW ROYAL MLT19,NEW ROYAL,104.00,,0.00,,104.00,,0.00,0.00,104.00,2025-06-27,$2.95 ,$306.80 
18266,CFAB,FILSPEC Yarns,24/1 94/6 Rayon/Cashmere Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18267,CFAB,BEAL MANUFACTURING INC,24/1 Polyester NAT/BLK MJS,NAT/BLK,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$2.15 ,$0.00 
18268,CFAB,SAPONA,2/70/34 100% Nylon Navy T9336,Navy,904.90,,0.00,,904.90,,0.00,0.00,904.90,2025-06-27,$5.60 ,"$5,067.44 "
18269,CFAB,STOK,3/150/34 100 Polyester Black STR,Black,186.00,,0.00,,186.00,,0.00,0.00,186.00,2025-06-27,$0.80 ,$148.80 
18270,CFAB,ALTX,1/30/1 100% Polyester Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.55 ,$0.00 
18271,CFAB,ALTX,1/50/1 100% Polyester Natural,Natural,20.00,,0.00,,20.00,,0.00,0.00,20.00,2025-06-27,$2.85 ,$57.00 
18272,CFAB,BEAL MANUFACTURING INC,24/1 99/1 Polyester Heather MJS,Heather,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$2.25 ,$0.00 
18273,CFAB,BEAL MANUFACTURING INC,24/1 60/40 Polyester Charcoal MJS,Charcoal,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.27 ,$0.00 
18274,CFAB,UNIFI,1/70/72 100% Polyester Natural STRNTS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.08 ,$0.00 
18275,CFAB,PARKDALE YARN MILLS,60/1 100% Combed Cotton Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18276,CFAB,RECO,2/80/72 100% Polyester FD AIR TS VFD413,FD AIR TS,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18277,CFAB,RECO,2/80/72 100% Polyester FD TWIST VFD507,FD TWIST,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18280,CFAB,SAPONA,2/70/68 100% Nylon Natural,Natural,782.00,,0.00,,782.00,,0.00,0.00,782.00,2025-06-27,$2.85 ,"$2,228.70 "
18281,CFAB,SAPONA,4/70/68 100% Nylon Natural,Natural,807.50,,0.00,,807.50,,0.00,0.00,807.50,2025-06-27,$2.85 ,"$2,301.38 "
18282,CFAB,SAPONA,1/70/68 100% Nylon Natural,Natural,"1,685.50",,-74.55,,"1,610.95",,0.00,-69.04,"1,541.91",2025-06-27,$4.44 ,"$7,152.60 "
18283,CFAB,F&YP,30/1 100% Polyester Natural CUTEX RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18284,CFAB,SPUNLAB,24/1 70/20/10 Polyester/Cotton/Rayon Black 70% RS,Black 70%,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18285,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Navy NTS,Navy,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$3.45 ,$0.00 
18287,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/35 100% Polyester Royal,Royal,"3,705.00",,0.00,,"3,705.00",CT,0.00,0.00,"3,705.00",2025-06-27,$2.80 ,"$10,374.00 "
18288,CFAB,UNIFI,1/200/72 Polyester GRN/BLK NONTS,GRN/BLK,71.80,,0.00,,71.80,,0.00,0.00,71.80,2025-06-27,$0.00 ,$0.00 
18290,CFAB,UNIFI,1/150/34 100% Polyester Dawn Grey,Dawn Grey,"6,356.60","5,279.30","-8,344.97",,"3,290.93",CT,"5,000.00","-3,748.64","4,542.29",2025-06-27,$5.29 ,"$17,409.02 "
18291,CFAB,CAP YARNS LLC,30/1 60/40 Polyester/Cotton LNTNHEATH 10055 RS,LNTNHEATH,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18292,CFAB,PATRICK YARNS,30/1 50/50 Celliant/Polyester Natural CELLIA,Natural,104.00,,0.00,,104.00,,0.00,0.00,104.00,2025-06-27,$6.25 ,$650.00 
18293,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester MAR ROYAL 4015-01240,MAR ROYAL,610.00,882.00,-558.33,,933.67,CT,840.00,-714.00,"1,059.67",2025-06-27,$3.20 ,"$2,987.73 "
18294,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester ROBINEGG NTS,ROBINEGG,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18295,CFAB,OMARA TEXTILES,1/150/36 100% Polyester PURPLE6 A547,PURPLE6,30.00,,0.00,,30.00,,0.00,0.00,30.00,2025-06-27,$4.53 ,$135.90 
18296,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester A Blue NTS,A Blue,172.00,,0.00,,172.00,,0.00,0.00,172.00,2025-06-27,$2.75 ,$473.00 
18297,CFAB,SPUNLAB,30/1 70/20/10 Polyester/Cotton/Rayon Ash 4% 4% reclaimed heather 8095 RS,Ash 4%,84.00,,0.00,,84.00,CT,0.00,0.00,84.00,2025-06-27,$2.80 ,$235.20 
18298,CFAB,SPUNLAB,30/1 50/50 Celliant/Polyester Natural CELLIA RS,Natural,137.00,,0.00,,137.00,,0.00,0.00,137.00,2025-06-27,$4.21 ,$576.77 
18299,CFAB,CS AMERICA,2/100/96 Polyester Natural NTS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18300,CFAB,QUAN,1/75/36 Polyester Natural,Natural,222.00,,0.00,,222.00,,0.00,0.00,222.00,2025-06-27,$12.81 ,"$2,843.82 "
18301,CFAB,HOLO,1/70/34 100% Polyester Natural CELIAN,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
